ObjectID,GlobalID,Project,Phase,Treatments,Monitoring,Block,Unit,Plot,BEST_Treat,Tree Number,Species,Decay Class,Tree Damage Code,Damage Agent,Beetle Evidence,Cone Production,Shrubs under trees,Diameter Units,DBH,Height Units,Height,Crown Base Height,CR,Max Crown Scorch Ht,Max Stem Char Ht,Notes,ParentGlobalID,CreationDate,Creator,EditDate,Editor
115,250a0bc8-f212-4d7e-87da-9656becd25e0,LonePine,Pre,Control,Yes,Wolf_den,,1,NA,1,PIPO,L,,,G,None,<half,cm,24.6,ft,28.4,12.6,55.63380282,,,,63c555e1-cb4e-428c-9a88-51157d872030,7/16/20 22:04,MSI.swindell,7/16/20 22:04,MSI.swindell
116,601c90f5-3574-4eaa-aa3c-d1bdbe2c77e3,LonePine,Pre,Control,Yes,Wolf_den,,1,NA,2,PIPO,L,,,G,None,<half,cm,22.5,ft,30,15.2,49.33333333,,,,63c555e1-cb4e-428c-9a88-51157d872030,7/16/20 22:04,MSI.swindell,7/16/20 22:04,MSI.swindell
117,1801b401-2967-4b0f-9c58-dc3e658342bd,LonePine,Pre,Control,Yes,Wolf_den,,1,NA,3,PIPO,L,,,G,None,<half,cm,23.3,ft,33,16.8,49.09090909,,,,63c555e1-cb4e-428c-9a88-51157d872030,7/16/20 22:04,MSI.swindell,7/16/20 22:04,MSI.swindell
118,0b262eed-db95-4fb1-a094-c78b3b8999f0,LonePine,Pre,Control,Yes,Wolf_den,,1,NA,4,PIPO,L,,,,None,<half,cm,14.1,ft,23.9,15.2,36.40167364,,,,63c555e1-cb4e-428c-9a88-51157d872030,7/16/20 22:04,MSI.swindell,7/16/20 22:04,MSI.swindell
119,f881e387-c80b-4d83-a150-3d279fdb5d69,LonePine,Pre,Control,Yes,Wolf_den,,1,NA,5,PIPO,L,,,G,None,<half,cm,11.2,ft,16.2,5.6,65.43209877,,,,63c555e1-cb4e-428c-9a88-51157d872030,7/16/20 22:04,MSI.swindell,7/16/20 22:04,MSI.swindell
120,c7d8239a-987f-45c0-a6cd-763ff1322cc2,LonePine,Pre,Control,Yes,Wolf_den,,1,NA,6,PIPO,L,,,G,None,<half,cm,23,ft,34.4,15.6,54.65116279,,,,63c555e1-cb4e-428c-9a88-51157d872030,7/16/20 22:04,MSI.swindell,7/16/20 22:04,MSI.swindell
121,35f61ebc-b3a6-46d5-a528-3e54188e7c5b,LonePine,Pre,Control,Yes,Wolf_den,,1,NA,7,PIPO,L,,,G,None,<half,cm,17.9,ft,27,12.6,53.33333333,,,,63c555e1-cb4e-428c-9a88-51157d872030,7/16/20 22:04,MSI.swindell,7/16/20 22:04,MSI.swindell
122,299c37f1-eaf5-4bf0-875f-fa0ce7d2b276,LonePine,Pre,Control,Yes,Wolf_den,,1,NA,8,PIPO,L,,,G,None,<half,cm,15,ft,35.6,8.9,75,,,,63c555e1-cb4e-428c-9a88-51157d872030,7/16/20 22:04,MSI.swindell,7/16/20 22:04,MSI.swindell
123,59ade942-f18b-465f-b431-38bbd968ae5f,LonePine,Pre,Control,Yes,Wolf_den,,1,NA,9,PIPO,L,,,G,None,<half,cm,17.1,ft,26.2,5.8,77.86259542,,,,63c555e1-cb4e-428c-9a88-51157d872030,7/16/20 22:04,MSI.swindell,7/16/20 22:04,MSI.swindell
124,de944ae4-5516-433f-be8e-cadbd10cf2ed,LonePine,Pre,Control,Yes,Wolf_den,,1,NA,10,PIPO,L,,,G,None,<half,cm,12.6,ft,18.8,7,62.76595745,,,,63c555e1-cb4e-428c-9a88-51157d872030,7/16/20 22:04,MSI.swindell,7/16/20 22:04,MSI.swindell
125,4c618695-17f9-433b-98f8-30ab7daedea0,LonePine,Pre,Control,Yes,Wolf_den,,1,NA,11,PIPO,L,,,G,None,<half,cm,19,ft,26.4,15.6,40.90909091,,,,63c555e1-cb4e-428c-9a88-51157d872030,7/16/20 22:04,MSI.swindell,7/16/20 22:04,MSI.swindell
126,63d55752-7b9c-4ded-a859-ad90089c0356,LonePine,Pre,Control,Yes,Wolf_den,,1,NA,12,PIPO,L,,,G,None,<half,cm,18.3,ft,29,12.6,56.55172414,,,,63c555e1-cb4e-428c-9a88-51157d872030,7/16/20 22:04,MSI.swindell,7/16/20 22:04,MSI.swindell
127,c6c1ac2a-a56b-46ed-9f76-fa4b1ae834d7,LonePine,Pre,Control,Yes,Wolf_den,,1,NA,13,PIPO,L,,,G,None,<half,cm,28,ft,25.2,13.8,45.23809524,,,Fader,63c555e1-cb4e-428c-9a88-51157d872030,7/16/20 22:04,MSI.swindell,7/16/20 22:04,MSI.swindell
128,923b2064-a795-4b36-a0fb-bc165e3a946d,LonePine,Pre,Control,Yes,Wolf_den,,1,NA,14,PIPO,L,,,G,Few,None,cm,19,ft,32.8,10,69.51219512,,,Fader,63c555e1-cb4e-428c-9a88-51157d872030,7/16/20 22:04,MSI.swindell,7/16/20 22:04,MSI.swindell
129,735c5aec-2fd0-49ae-ad58-121d065da477,LonePine,Pre,Control,Yes,Wolf_den,,1,NA,15,PIPO,L,,,G,None,<half,cm,13.4,ft,26,10.2,60.76923077,,,,63c555e1-cb4e-428c-9a88-51157d872030,7/16/20 22:04,MSI.swindell,7/16/20 22:04,MSI.swindell
130,a5834eed-a418-4fc3-b444-b944b2823f25,LonePine,Pre,Control,Yes,Wolf_den,,1,NA,15,PIPO,L,,,G,None,<half,cm,31.4,ft,38.6,8.2,78.75647668,,,,63c555e1-cb4e-428c-9a88-51157d872030,7/16/20 22:04,MSI.swindell,7/16/20 22:04,MSI.swindell
131,639557c9-76c2-4cf5-b50a-26ce01320c5d,LonePine,Pre,Control,Yes,Wolf_den,,1,NA,17,PIPO,L,,,G,None,<half,cm,27.2,ft,35.4,4,88.70056497,,,,63c555e1-cb4e-428c-9a88-51157d872030,7/16/20 22:04,MSI.swindell,7/16/20 22:04,MSI.swindell
132,0b4c3924-5814-4e0a-9bf7-84408a46d54a,LonePine,Pre,Control,Yes,Wolf_den,,1,NA,18,PIPO,L,,,G,None,<half,cm,18.6,ft,33.7,11.8,64.9851632,,,,63c555e1-cb4e-428c-9a88-51157d872030,7/16/20 22:04,MSI.swindell,7/16/20 22:04,MSI.swindell
433,c25bffa0-48ff-4118-bd97-33d4dffe7c0a,LonePine,Pre,STS,Yes,wolf_den,,2,NA,1,PIPO,L,,,G,None,None,cm,29.8,ft,46,18,60.86956522,,,,ca1509fc-a4b9-4537-a987-61f5c7db48dd,7/17/20 3:54,MSI.forest,7/17/20 3:54,MSI.forest
434,a91167cd-23dd-4896-8b0b-0e241f1f4f67,LonePine,Pre,STS,Yes,wolf_den,,2,NA,2,POTR5,L,R,UNK,,,,cm,13.4,ft,37,,,,,,ca1509fc-a4b9-4537-a987-61f5c7db48dd,7/17/20 3:54,MSI.forest,7/17/20 3:54,MSI.forest
435,96d072ae-5c0b-4c50-a5c6-ab974072ac43,LonePine,Pre,STS,Yes,wolf_den,,2,NA,3,POTR5,L,,,,,,cm,17.8,ft,42,,,,,,ca1509fc-a4b9-4537-a987-61f5c7db48dd,7/17/20 3:54,MSI.forest,7/17/20 3:54,MSI.forest
436,efc3d9b9-266e-4172-8761-8f6fcfc345a7,LonePine,Pre,STS,Yes,wolf_den,,2,NA,4,POTR5,L,R,UNK,,,,cm,19,ft,43,,,,,,ca1509fc-a4b9-4537-a987-61f5c7db48dd,7/17/20 3:54,MSI.forest,7/17/20 3:54,MSI.forest
437,c8542808-e8b7-4c03-87a2-c0708428d95b,LonePine,Pre,STS,Yes,wolf_den,,2,NA,5,POTR5,L,,,,,,cm,13.6,ft,32,,,,,,ca1509fc-a4b9-4537-a987-61f5c7db48dd,7/17/20 3:54,MSI.forest,7/17/20 3:54,MSI.forest
438,e7a10b70-5100-402d-a5ae-f3b147bc1a72,LonePine,Pre,STS,Yes,wolf_den,,2,NA,6,POTR5,L,,,,,,cm,14.8,ft,34,,,,,,ca1509fc-a4b9-4537-a987-61f5c7db48dd,7/17/20 3:54,MSI.forest,7/17/20 3:54,MSI.forest
439,e1d64ef1-7029-43c4-b8b1-bc9316f977dc,LonePine,Pre,STS,Yes,wolf_den,,2,NA,7,PIPO,L,,,G,,None,cm,22.6,ft,42,18,57.14285714,,,,ca1509fc-a4b9-4537-a987-61f5c7db48dd,7/17/20 3:54,MSI.forest,7/17/20 3:54,MSI.forest
440,d1eaf2f9-6563-4b3a-80df-3865cd9714ac,LonePine,Pre,STS,Yes,wolf_den,,2,NA,8,POTR5,,,,,,,cm,18.4,ft,43,,,,,,ca1509fc-a4b9-4537-a987-61f5c7db48dd,7/17/20 3:54,MSI.forest,7/17/20 3:54,MSI.forest
441,d6fa5a22-76c8-42ec-84eb-7687971822ac,LonePine,Pre,STS,Yes,wolf_den,,2,NA,9,POTR5,,,,,,,cm,14.6,ft,39,,,,,,ca1509fc-a4b9-4537-a987-61f5c7db48dd,7/17/20 3:54,MSI.forest,7/17/20 3:54,MSI.forest
442,f8ec1833-2981-4e2e-b2e4-953702dbbeee,LonePine,Pre,STS,Yes,wolf_den,,2,NA,10,POTR5,L,,,,,,cm,17.8,ft,38,,,,,,ca1509fc-a4b9-4537-a987-61f5c7db48dd,7/17/20 3:54,MSI.forest,7/17/20 3:54,MSI.forest
443,ed9b1f80-932b-49ab-9056-12a6ad5e4cb5,LonePine,Pre,STS,Yes,wolf_den,,2,NA,11,POTR5,L,,,,,,cm,11.7,ft,34,,,,,,ca1509fc-a4b9-4537-a987-61f5c7db48dd,7/17/20 3:54,MSI.forest,7/17/20 3:54,MSI.forest
444,00ca8ad3-7531-4cc8-8bbc-daa0789535d7,LonePine,Pre,STS,Yes,wolf_den,,2,NA,12,POTR5,L,,,,,,cm,14.8,ft,36,,,,,,ca1509fc-a4b9-4537-a987-61f5c7db48dd,7/17/20 3:54,MSI.forest,7/17/20 3:54,MSI.forest
445,a39e672a-19bb-4c69-bb81-f37029d8162e,LonePine,Pre,STS,Yes,wolf_den,,2,NA,13,POTR5,L,,,,,,cm,12.8,ft,34,,,,,,ca1509fc-a4b9-4537-a987-61f5c7db48dd,7/17/20 3:54,MSI.forest,7/17/20 3:54,MSI.forest
446,93384ce0-e4a3-49be-93b5-be38bdc07c25,LonePine,Pre,STS,Yes,wolf_den,,2,NA,14,POTR5,L,,,,,,cm,14.6,ft,38,,,,,,ca1509fc-a4b9-4537-a987-61f5c7db48dd,7/17/20 3:54,MSI.forest,7/17/20 3:54,MSI.forest
447,86845352-eb12-493b-a4ee-07b33e01e3c7,LonePine,Pre,STS,Yes,wolf_den,,2,NA,15,POTR5,L,,,,,,cm,14.9,ft,35,,,,,,ca1509fc-a4b9-4537-a987-61f5c7db48dd,7/17/20 3:54,MSI.forest,7/17/20 3:54,MSI.forest
448,8ab0e101-ab8f-4217-a4ca-40aaeb53baf9,LonePine,Pre,STS,Yes,wolf_den,,2,NA,16,PIPO,L,,,G,None,None,cm,14.8,ft,37,18,51.35135135,,,,ca1509fc-a4b9-4537-a987-61f5c7db48dd,7/17/20 3:54,MSI.forest,7/17/20 3:54,MSI.forest
449,f034ab77-edb7-4248-8f64-ef0ae56292c9,LonePine,Pre,STS,Yes,wolf_den,,2,NA,17,PIPO,L,,,G,None,None,cm,26.4,ft,46,22,52.17391304,,,,ca1509fc-a4b9-4537-a987-61f5c7db48dd,7/17/20 3:54,MSI.forest,7/17/20 3:54,MSI.forest
450,6e00c65c-8b47-41d1-8882-460efc0a230b,LonePine,Pre,STS,Yes,wolf_den,,2,NA,18,POTR5,L,,,,,,cm,16.2,ft,43,,,,,,ca1509fc-a4b9-4537-a987-61f5c7db48dd,7/17/20 3:54,MSI.forest,7/17/20 3:54,MSI.forest
451,561b5cef-f7f7-4b5a-baff-5f98a1325f5a,LonePine,Pre,STS,Yes,wolf_den,,2,NA,19,PIPO,L,,,,,,cm,24.6,ft,39,14,64.1025641,,,,ca1509fc-a4b9-4537-a987-61f5c7db48dd,7/17/20 3:54,MSI.forest,7/17/20 3:54,MSI.forest
452,83cd5d7e-095a-40c4-a2ce-30e619eee137,LonePine,Pre,STS,Yes,wolf_den,,2,NA,20,PIPO,L,,,G,None,<half,cm,16.8,ft,37,4,89.18918919,,,,ca1509fc-a4b9-4537-a987-61f5c7db48dd,7/17/20 3:54,MSI.forest,7/17/20 3:54,MSI.forest
453,b3266152-8948-4d60-91ee-f9a6c329739c,LonePine,Pre,STS,Yes,wolf_den,,2,NA,21,PIPO,L,,,G,None,<half,cm,15.8,ft,34,4,88.23529412,,,,ca1509fc-a4b9-4537-a987-61f5c7db48dd,7/17/20 3:54,MSI.forest,7/17/20 3:54,MSI.forest
454,111bea2f-990e-404f-9c65-44492b12bf85,LonePine,Pre,STS,Yes,wolf_den,,2,NA,22,PIPO,L,,,G,None,None,cm,25.5,ft,49,21,57.14285714,,,,ca1509fc-a4b9-4537-a987-61f5c7db48dd,7/17/20 3:54,MSI.forest,7/17/20 3:54,MSI.forest
455,95e5505f-0b68-46d5-be74-4b7665df2885,LonePine,Pre,STS,Yes,wolf_den,,2,NA,23,PIPO,L,,,G,None,None,cm,28.7,ft,38.7,19,50.90439276,,,,ca1509fc-a4b9-4537-a987-61f5c7db48dd,7/17/20 3:54,MSI.forest,7/17/20 3:54,MSI.forest
456,fe4a7c44-c2d5-48eb-b912-91485796e57b,LonePine,Pre,STS,Yes,wolf_den,,2,NA,24,PIPO,L,,,G,None,None,cm,24.5,ft,46,17,63.04347826,,,,ca1509fc-a4b9-4537-a987-61f5c7db48dd,7/17/20 3:54,MSI.forest,7/17/20 3:54,MSI.forest
457,1ffdff7d-3140-4a65-9862-605a1a400013,LonePine,Pre,STS,Yes,wolf_den,,2,NA,25,PIPO,L,,,G,None,None,cm,30.4,ft,47,26,44.68085106,,,,ca1509fc-a4b9-4537-a987-61f5c7db48dd,7/17/20 3:54,MSI.forest,7/17/20 3:54,MSI.forest
458,02ade652-e28a-4718-984d-930c00512022,LonePine,Pre,STS,Yes,wolf_den,,2,NA,26,PIPO,L,,,G,None,None,cm,29.6,ft,45.4,18,60.35242291,,,,ca1509fc-a4b9-4537-a987-61f5c7db48dd,7/17/20 3:54,MSI.forest,7/17/20 3:54,MSI.forest
459,b110b583-335f-4445-bdce-27e9f4290132,LonePine,Pre,STS,Yes,wolf_den,,2,NA,27,PIPO,L,,,G,None,<half,cm,27.6,ft,46.7,20,57.17344754,,,,ca1509fc-a4b9-4537-a987-61f5c7db48dd,7/17/20 3:54,MSI.forest,7/17/20 3:54,MSI.forest
460,ce57e0eb-81ad-40ed-8b42-e7e5952426ec,LonePine,Pre,Control,Yes,wolf_den,,3,NA,1,PIPO,L,,,G,None,<half,cm,23,ft,32,12,62.5,,,,e595cf3d-4895-4997-9030-fd605fda3535,7/17/20 3:54,MSI.forest,7/17/20 3:54,MSI.forest
461,8c335456-136f-4ab8-b9e2-e04a7485d31d,LonePine,Pre,Control,Yes,wolf_den,,3,NA,2,PIPO,L,,,G,None,<half,cm,14.6,ft,27,16,40.74074074,,,,e595cf3d-4895-4997-9030-fd605fda3535,7/17/20 3:54,MSI.forest,7/17/20 3:54,MSI.forest
462,f94771a0-0d51-4e1e-978a-dcb2c2718ab7,LonePine,Pre,Control,Yes,wolf_den,,3,NA,3,PIPO,L,,,G,None,<half,cm,16.1,ft,25,12,52,,,,e595cf3d-4895-4997-9030-fd605fda3535,7/17/20 3:54,MSI.forest,7/17/20 3:54,MSI.forest
463,f86148cd-3239-4745-80da-5d13418ba78d,LonePine,Pre,Control,Yes,wolf_den,,3,NA,4,PIPO,L,,,G,None,<half,cm,27.4,ft,28,9,67.85714286,,,,e595cf3d-4895-4997-9030-fd605fda3535,7/17/20 3:54,MSI.forest,7/17/20 3:54,MSI.forest
464,4f855f53-a2df-4bde-bb3a-fcc6a97f9bdb,LonePine,Pre,Control,Yes,wolf_den,,3,NA,5,PIPO,L,,,G,,,cm,23.2,ft,29,8,72.4137931,,,,e595cf3d-4895-4997-9030-fd605fda3535,7/17/20 3:54,MSI.forest,7/17/20 3:54,MSI.forest
465,a0d6d807-90bf-4a51-96fa-a449293d8889,LonePine,Pre,Control,Yes,wolf_den,,3,NA,6,PIPO,L,,,G,None,<half,cm,18.7,,26,9,65.38461538,,,,e595cf3d-4895-4997-9030-fd605fda3535,7/17/20 3:54,MSI.forest,7/17/20 3:54,MSI.forest
466,3d82efb9-adc2-4e6f-897f-6b1427e7e80d,LonePine,Pre,Control,Yes,wolf_den,,3,NA,7,PIPO,L,,,G,None,<half,cm,22,ft,28,12,57.14285714,,,,e595cf3d-4895-4997-9030-fd605fda3535,7/17/20 3:54,MSI.forest,7/17/20 3:54,MSI.forest
467,6d985b7a-838a-4ee9-b9d6-cd58173fd612,LonePine,Pre,Control,Yes,wolf_den,,3,NA,8,PIPO,L,,,G,None,<half,cm,20.9,ft,28,16,42.85714286,,,,e595cf3d-4895-4997-9030-fd605fda3535,7/17/20 3:54,MSI.forest,7/17/20 3:54,MSI.forest
468,a7708cb3-2860-4e98-bfe0-41142fd4f757,LonePine,Pre,Control,Yes,wolf_den,,3,NA,9,PIPO,L,,,G,None,<half,cm,21.1,ft,27,17,37.03703704,,,,e595cf3d-4895-4997-9030-fd605fda3535,7/17/20 3:54,MSI.forest,7/17/20 3:54,MSI.forest
469,54f59e5f-6087-40ce-95b2-c97d386dd16b,LonePine,Pre,Control,Yes,wolf_den,,3,NA,10,PIPO,L,,,G,None,<half,cm,16.2,ft,29.6,18,39.18918919,,,,e595cf3d-4895-4997-9030-fd605fda3535,7/17/20 3:54,MSI.forest,7/17/20 3:54,MSI.forest
470,c971af0a-a2cf-43fa-acc8-03179eb2a1d7,LonePine,Pre,Control,Yes,wolf_den,,3,NA,11,PIPO,L,,SBW,G,None,<half,cm,19.8,ft,26.3,18,31.55893536,,,,e595cf3d-4895-4997-9030-fd605fda3535,7/17/20 3:54,MSI.forest,7/17/20 3:54,MSI.forest
471,6e0142fb-7f51-4537-89ca-47515aa75411,LonePine,Pre,Control,Yes,wolf_den,,3,NA,12,PIPO,L,,,G,None,<half,cm,13.4,ft,27.8,19,31.65467626,,,,e595cf3d-4895-4997-9030-fd605fda3535,7/17/20 3:54,MSI.forest,7/17/20 3:54,MSI.forest
472,8c2a4a92-efeb-4507-b1ff-ce7ef47f25e6,LonePine,Pre,Control,Yes,wolf_den,,3,NA,13,PIPO,L,,,G,None,<half,cm,11.6,ft,18,11,38.88888889,,,,e595cf3d-4895-4997-9030-fd605fda3535,7/17/20 3:54,MSI.forest,7/17/20 3:54,MSI.forest
473,a4c19468-0df7-4f90-a607-38bc6a176366,LonePine,Pre,Control,Yes,wolf_den,,3,NA,14,PIPO,L,,,G,None,<half,cm,11.8,ft,23,9,60.86956522,,,,e595cf3d-4895-4997-9030-fd605fda3535,7/17/20 3:54,MSI.forest,7/17/20 3:54,MSI.forest
474,11dfbf9a-4de5-4717-af93-a1db893e3243,LonePine,Pre,Control,Yes,wolf_den,,3,NA,15,PIPO,L,,,G,None,>half,cm,41.4,ft,36,8,77.77777778,,,,e595cf3d-4895-4997-9030-fd605fda3535,7/17/20 3:54,MSI.forest,7/17/20 3:54,MSI.forest
475,70b88d87-fb10-4460-96c4-2e9a855ad020,LonePine,Pre,Control,Yes,wolf_den,,3,NA,16,PIPO,L,,,G,None,<half,cm,11.6,ft,15,7,53.33333333,,,,e595cf3d-4895-4997-9030-fd605fda3535,7/17/20 3:54,MSI.forest,7/17/20 3:54,MSI.forest
476,e0ceacf0-1984-4de6-b21d-872e574c6cf3,LonePine,Pre,Control,Yes,wolf_den,,3,NA,17,PIPO,L,,,G,None,<half,cm,11,m,14,6,57.14285714,,,,e595cf3d-4895-4997-9030-fd605fda3535,7/17/20 3:54,MSI.forest,7/17/20 3:54,MSI.forest
477,7bbde734-3d91-43a6-8218-aaa4aab08e46,LonePine,Pre,Control,Yes,wolf_den,,3,NA,18,PIPO,L,,,G,None,<half,cm,20,,,,,,,,e595cf3d-4895-4997-9030-fd605fda3535,7/17/20 3:54,MSI.forest,7/17/20 3:54,MSI.forest
478,355379a9-7341-49f6-b77c-1188cb20a762,LonePine,Pre,Control,Yes,wolf_den,,3,NA,19,PIPO,L,,,G,,,cm,13.1,ft,19,12,36.84210526,,,,e595cf3d-4895-4997-9030-fd605fda3535,7/17/20 3:54,MSI.forest,7/17/20 3:54,MSI.forest
479,188d6145-17f9-4ba0-84e6-cd3dc80ecffb,LonePine,Pre,Control,Yes,wolf_den,,3,NA,20,PIPO,L,,,G,None,<half,cm,18.8,,27,12,55.55555556,,,,e595cf3d-4895-4997-9030-fd605fda3535,7/17/20 3:54,MSI.forest,7/17/20 3:54,MSI.forest
480,3bc43670-7903-4952-95c0-59e69f6fc722,LonePine,Pre,Control,Yes,wolf_den,,3,NA,21,PIPO,L,,,G,None,<half,cm,20.5,ft,31,12,61.29032258,,,,e595cf3d-4895-4997-9030-fd605fda3535,7/17/20 3:54,MSI.forest,7/17/20 3:54,MSI.forest
481,38dc7c54-746c-45b8-95d7-13a9f56d37b6,LonePine,Pre,Control,Yes,wolf_den,,3,NA,22,PIPO,L,,,G,None,<half,cm,21,ft,27,11,59.25925926,,,,e595cf3d-4895-4997-9030-fd605fda3535,7/17/20 3:54,MSI.forest,7/17/20 3:54,MSI.forest
482,e099833b-b1ea-40c0-a3a2-01627f0f1b45,LonePine,Pre,Control,Yes,wolf_den,,3,NA,23,PIPO,L,,,G,None,<half,cm,13.3,ft,17,8,52.94117647,,,,e595cf3d-4895-4997-9030-fd605fda3535,7/17/20 3:54,MSI.forest,7/17/20 3:54,MSI.forest
483,531f7683-e6a2-4912-a3b8-6daebd17b2e9,LonePine,Pre,Control,Yes,wolf_den,,3,NA,24,PIPO,L,,,G,None,<half,cm,17.2,ft,24,8,66.66666667,,,,e595cf3d-4895-4997-9030-fd605fda3535,7/17/20 3:54,MSI.forest,7/17/20 3:54,MSI.forest
484,221c33a1-b7c4-4317-9ef8-721fb6695d57,LonePine,Pre,Control,Yes,wolf_den,,3,NA,25,PIPO,L,,,G,None,<half,cm,16.2,ft,24,9,62.5,,,,e595cf3d-4895-4997-9030-fd605fda3535,7/17/20 3:54,MSI.forest,7/17/20 3:54,MSI.forest
485,7e94fbdb-ee48-4f57-b94b-1f0a0060a74b,LonePine,,Control,Yes,wolf_den,,4,,1,PIPO,L,,,G,None,<half,cm,24.1,ft,35,16,54.28571429,,,,afbea20b-6deb-46f1-bd72-dffe56bedfe1,7/17/20 3:54,MSI.forest,7/17/20 3:54,MSI.forest
486,c7607150-2268-4af8-8e66-3acc03492cca,LonePine,,Control,Yes,wolf_den,,4,,2,PIPO,L,,,G,None,<half,cm,27.1,ft,38,17,55.26315789,,,,afbea20b-6deb-46f1-bd72-dffe56bedfe1,7/17/20 3:54,MSI.forest,7/17/20 3:54,MSI.forest
487,7fb85bea-3e45-4151-9f32-2786e8652653,LonePine,,Control,Yes,wolf_den,,4,,3,PIPO,L,,,G,None,<half,cm,14.2,ft,22,8,63.63636364,,,,afbea20b-6deb-46f1-bd72-dffe56bedfe1,7/17/20 3:54,MSI.forest,7/17/20 3:54,MSI.forest
488,b6fab99a-ea21-4cae-be20-7cf96ea28fcf,LonePine,,Control,Yes,wolf_den,,4,,4,PIPO,L,,,G,None,<half,cm,25.8,ft,37,12,67.56756757,,,,afbea20b-6deb-46f1-bd72-dffe56bedfe1,7/17/20 3:54,MSI.forest,7/17/20 3:54,MSI.forest
489,e6597e2f-0682-45f6-8ba1-3f1a2f72eecd,LonePine,,Control,Yes,wolf_den,,4,,5,PIPO,L,,,G,None,<half,cm,16,ft,28,6,78.57142857,,,,afbea20b-6deb-46f1-bd72-dffe56bedfe1,7/17/20 3:54,MSI.forest,7/17/20 3:54,MSI.forest
490,625cba82-d6db-4ab4-83e2-a97511d46ac1,LonePine,,Control,Yes,wolf_den,,4,,6,PIPO,L,,,G,None,<half,cm,22.7,ft,28,14,50,,,,afbea20b-6deb-46f1-bd72-dffe56bedfe1,7/17/20 3:54,MSI.forest,7/17/20 3:54,MSI.forest
491,e25f68d7-c7ef-474a-b9d6-885ef44abbf9,LonePine,,Control,Yes,wolf_den,,4,,7,PIPO,L,,,G,None,<half,cm,22.7,ft,36,12,66.66666667,,,,afbea20b-6deb-46f1-bd72-dffe56bedfe1,7/17/20 3:54,MSI.forest,7/17/20 3:54,MSI.forest
492,8ee40e2e-42b2-401c-9370-8a26815bdf99,LonePine,,Control,Yes,wolf_den,,4,,8,PIPO,L,,,G,,<half,cm,16.2,ft,34,18,47.05882353,,,,afbea20b-6deb-46f1-bd72-dffe56bedfe1,7/17/20 3:54,MSI.forest,7/17/20 3:54,MSI.forest
493,f2197a47-9487-4a3c-98f1-84711783b114,LonePine,,Control,Yes,wolf_den,,4,,9,PIPO,L,,,G,None,<half,cm,25.2,ft,39,28,28.20512821,,,,afbea20b-6deb-46f1-bd72-dffe56bedfe1,7/17/20 3:54,MSI.forest,7/17/20 3:54,MSI.forest
494,d6207d20-ff04-4d52-9da1-ee6031f07639,LonePine,,Control,Yes,wolf_den,,4,,10,PIPO,L,,,G,None,<half,cm,19.2,ft,32,18,43.75,,,,afbea20b-6deb-46f1-bd72-dffe56bedfe1,7/17/20 3:54,MSI.forest,7/17/20 3:54,MSI.forest
495,312ca00e-7ce8-4a8e-9b49-952144af9b84,LonePine,,Control,Yes,wolf_den,,4,,11,PIPO,L,,,G,None,<half,cm,19.7,ft,34,21,38.23529412,,,,afbea20b-6deb-46f1-bd72-dffe56bedfe1,7/17/20 3:54,MSI.forest,7/17/20 3:54,MSI.forest
496,d3b16efe-90a9-4c1c-878d-f316b847cf59,LonePine,,Control,Yes,wolf_den,,4,,12,PIPO,L,,,G,None,<half,cm,19.2,ft,33,18,45.45454545,,,,afbea20b-6deb-46f1-bd72-dffe56bedfe1,7/17/20 3:54,MSI.forest,7/17/20 3:54,MSI.forest
497,75f59c1c-271c-48ec-9503-c7a34a357c64,LonePine,,Control,Yes,wolf_den,,4,,13,PIPO,L,,,G,None,<half,cm,19.3,ft,26,12,53.84615385,,,,afbea20b-6deb-46f1-bd72-dffe56bedfe1,7/17/20 3:54,MSI.forest,7/17/20 3:54,MSI.forest
498,3986277f-db1e-4556-a972-7fb2f40a3baf,LonePine,,Control,Yes,wolf_den,,4,,14,PIPO,L,,,G,None,<half,cm,25.2,ft,41,22,46.34146341,,,,afbea20b-6deb-46f1-bd72-dffe56bedfe1,7/17/20 3:54,MSI.forest,7/17/20 3:54,MSI.forest
499,6d0b3672-1d10-4e93-918e-14a46f00f3b5,LonePine,,Control,Yes,wolf_den,,4,,21,PIPO,L,,,G,None,<half,cm,21.5,ft,14,6,57.14285714,,,,afbea20b-6deb-46f1-bd72-dffe56bedfe1,7/17/20 3:54,MSI.forest,7/17/20 3:54,MSI.forest
500,75861cb2-94d2-4159-80bc-2ef07ba8a4d8,LonePine,,Control,Yes,wolf_den,,4,,16,PIPO,L,,,G,None,<half,cm,26.5,ft,42,19,54.76190476,,,,afbea20b-6deb-46f1-bd72-dffe56bedfe1,7/17/20 3:54,MSI.forest,7/17/20 3:54,MSI.forest
501,4d035d92-90c3-4799-8b41-9b04b4cd65c7,LonePine,,Control,Yes,wolf_den,,4,,17,PIPO,L,,,G,None,<half,cm,22.4,ft,36.4,19,47.8021978,,,,afbea20b-6deb-46f1-bd72-dffe56bedfe1,7/17/20 3:54,MSI.forest,7/17/20 3:54,MSI.forest
502,1d4fa5d3-d4d4-4923-b129-45540c865071,LonePine,Pre,Control,Yes,wolf_den,,4,NA,18,PIPO,L,,,G,None,,cm,24.7,ft,41,24,41.46341463,,,,afbea20b-6deb-46f1-bd72-dffe56bedfe1,7/17/20 3:54,MSI.forest,7/17/20 3:54,MSI.forest
