Project ,Date,Year,Plot,Observers,Plot_area,Units_dist,Units_dbh,Area,Tree_id,Species,Azimuth,Distance,DBH,BA,Height,CBH,CR,Decay_Class,Char_Height,Scorch_Height,Beetle,Cone,Shrub,Notes,Entry_date,Entered_by
Lone Pine ,20230613,2023,5,"EM,CM,CC",0.1,ft,in,Plantation,P6,PIPO,83.3,36.5,10.4,,40.2,13.7,,L,na ,na ,G,M,0,,20230707,CC
Lone Pine ,20230613,2023,5,"EM,CM,CC",0.1,ft,in,Plantation,P7,PIPO,87.3,27.5,8.9,,36.1,18.5,,L,na ,na ,G,M,0,,20230707,CC
Lone Pine ,20230613,2023,5,"EM,CM,CC",0.1,ft,in,Plantation,P8,PIPO,112.4,28,9.9,,36.7,12.6,,L,na ,na ,G,M,0,,20230707,CC
Lone Pine ,20230613,2023,5,"EM,CM,CC",0.1,ft,in,Plantation,P9,PIPO,115.3,11.5,8.6,,35.1,12.8,,L,na ,na ,G,M,0,,20230707,CC
Lone Pine ,20230613,2023,5,"EM,CM,CC",0.1,ft,in,Plantation,P10,PIPO,137.3,26.5,8.1,,34.2,11.9,,L,na ,na ,G,M,0,,20230707,CC
Lone Pine ,20230613,2023,5,"EM,CM,CC",0.1,ft,in,Plantation,P11,PIPO,154,28,7.3,,36.2,12.3,,L,na ,na ,G,M,0,,20230707,CC
Lone Pine ,20230613,2023,5,"EM,CM,CC",0.1,ft,in,Plantation,P12,PIPO,169.6,21,6.4,,27.1,10.3,,L,na ,na ,G,M,0,Broken Top,20230707,CC
Lone Pine ,20230613,2023,5,"EM,CM,CC",0.1,ft,in,Plantation,P13,PIPO,195,16,10.3,,45.1,9.1,,L,na ,na ,G,M,0,,20230707,CC
Lone Pine ,20230613,2023,5,"EM,CM,CC",0.1,ft,in,Plantation,P14,PIPO,224.5,12.5,5.6,,14.9,1,,L,na ,na ,G,N,0,Broken Top,20230707,CC
Lone Pine ,20230613,2023,5,"EM,CM,CC",0.1,ft,in,Plantation,P15,PIPO,234,22,10.1,,39.4,16.1,,L,na ,na ,G,M,0,,20230707,CC
Lone Pine ,20230613,2023,5,"EM,CM,CC",0.1,ft,in,Plantation,P16,PIPO,244.1,4.5,10.7,,40.1,13.9,,L,na ,na ,G,M,0,,20230707,CC
Lone Pine ,20230613,2023,5,"EM,CM,CC",0.1,ft,in,Plantation,P17,PIPO,272.8,18.5,9,,32.2,9,,L,na ,na ,G,M,0,,20230707,CC
Lone Pine ,20230613,2023,5,"EM,CM,CC",0.1,ft,in,Plantation,P18,PIPO,276.9,21.5,10.1,,35.3,6.8,,L,na ,na ,G,M,0,,20230707,CC
Lone Pine ,20230613,2023,5,"EM,CM,CC",0.1,ft,in,Plantation,P19,PIPO,348.3,36.5,8.8,,36.3,7.7,,L,na ,na ,G,M,0,,20230707,CC
Lone Pine ,20230613,2023,6,"JL,NS,BA",0.1,ft,in,Plantation,859,PIPO,14.6,32,5,,25.4,7.3,,L,na ,na ,G,D,0,labeled w orange paint,20230707,NS
Lone Pine ,20230613,2023,6,"JL,NS,BA",0.1,ft,in,Plantation,P2,PIPO,20.9,35.5,7.2,,27.8,12.3,,L,na ,na ,G,D,0,,20230707,NS
Lone Pine ,20230613,2023,6,"JL,NS,BA",0.1,ft,in,Plantation,P3,PIPO,35.1,31,8.3,,29.6,11.3,,L,na ,na ,G,D,0,,20230707,NS
Lone Pine ,20230613,2023,6,"JL,NS,BA",0.1,ft,in,Plantation,P4,PIPO,40.2,26,8.2,,28.1,7.4,,L,na ,na ,G,D,1,,20230707,NS
Lone Pine ,20230613,2023,6,"JL,NS,BA",0.1,ft,in,Plantation,P5,PIPO,44.4,35,5.1,,19.3,5.5,,L,na ,na ,G,D,0,,20230707,NS
Lone Pine ,20230613,2023,6,"JL,NS,BA",0.1,ft,in,Plantation,P6,PIPO,49.6,31.5,5.5,,22.7,na,,D1,na ,na ,G,N,1,holes in bark no pitch tubes,20230707,NS
Lone Pine ,20230613,2023,6,"JL,NS,BA",0.1,ft,in,Plantation,P7,PIPO,56.7,25.5,7.9,,29.8,na,,D1,na ,na ,G,N,1,holes in bark no pitch tubes,20230707,NS
Lone Pine ,20230613,2023,6,"JL,NS,BA",0.1,ft,in,Plantation,P8,PIPO,68.3,18.5,4.4,,24.2,10,,L,na ,na ,G,D,1,,20230707,NS
Lone Pine ,20230613,2023,6,"JL,NS,BA",0.1,ft,in,Plantation,P9,PIPO,70,11,9.4,,36.1,16.6,,L,na ,na ,G,D,1,,20230707,NS
Lone Pine ,20230613,2023,6,"JL,NS,BA",0.1,ft,in,Plantation,P10,PIPO,87.5,21.5,7.5,,27.2,na,,D1,na ,na ,G,N,1,bark falling off,20230707,NS
Lone Pine ,20230613,2023,6,"JL,NS,BA",0.1,ft,in,Plantation,P11,PIPO,123,28,5,,21.1,6.2,,L,na ,na ,GPT,D,1,,20230707,NS
Lone Pine ,20230613,2023,6,"JL,NS,BA",0.1,ft,in,Plantation,P12,PIPO,129,6.5,8.8,,32.8,na,,D1,na ,na ,D,N,0,,20230707,NS
Lone Pine ,20230613,2023,6,"JL,NS,BA",0.1,ft,in,Plantation,P13,PIPO,138,15,9.3,,38.9,na,,D1,na ,na ,G,N,1,holes in bark no pitch tubes,20230707,NS
Lone Pine ,20230613,2023,6,"JL,NS,BA",0.1,ft,in,Plantation,P14,PIPO,140.5,26,9.6,,39.5,9.6,,L,na ,na ,GPT,D,0,,20230707,NS
Lone Pine ,20230613,2023,6,"JL,NS,BA",0.1,ft,in,Plantation,P15,PIPO,158.2,28,5.3,,21.3,8.8,,L,na ,na ,G,D,0,,20230707,NS
Lone Pine ,20230613,2023,6,"JL,NS,BA",0.1,ft,in,Plantation,P16,PIPO,170.3,14.5,8.1,,35,12.4,,L,na ,na ,G,D,0,,20230707,NS
Lone Pine ,20230613,2023,6,"JL,NS,BA",0.1,ft,in,Plantation,A1,POTR5,178,28,4.5,,24.7,19.5,,L,na ,na ,G,N,1,,20230707,NS
Lone Pine ,20230613,2023,6,"JL,NS,BA",0.1,ft,in,Plantation,A2,POTR5,179,29,4,,23.8,17,,L,na ,na ,G,N,1,,20230707,NS
Lone Pine ,20230613,2023,6,"JL,NS,BA",0.1,ft,in,Plantation,P17,PIPO,180,21.5,7.2,,28.4,6.9,,L,na ,na ,G,D,0,leaning,20230707,NS
Lone Pine ,20230613,2023,6,"JL,NS,BA",0.1,ft,in,Plantation,A3,POTR5,188,19,4,,19.2,na,,D1,na ,na ,G,N,0,,20230707,NS
Lone Pine ,20230613,2023,6,"JL,NS,BA",0.1,ft,in,Plantation,A4,POTR5,192,26.5,4.5,,26.7,18,,L,na ,na ,G,N,0,,20230707,NS
Lone Pine ,20230613,2023,6,"JL,NS,BA",0.1,ft,in,Plantation,A5,POTR5,193,20,5.7,,27,15,,L,na ,na ,G,N,0,,20230707,NS
Lone Pine ,20230613,2023,6,"JL,NS,BA",0.1,ft,in,Plantation,A6,POTR5,193,28.5,4.7,,24,16,,L,na ,na ,G,N,0,,20230707,NS
Lone Pine ,20230613,2023,6,"JL,NS,BA",0.1,ft,in,Plantation,A7,POTR5,201,20,4.1,,22,na,,D1,na ,na ,G,N,1,,20230707,NS
Lone Pine ,20230613,2023,6,"JL,NS,BA",0.1,ft,in,Plantation,A8,POTR5,204,19.9,4.6,,22,na,,D1,na ,na ,G,N,1,white speckled fungus,20230707,NS
Lone Pine ,20230613,2023,6,"JL,NS,BA",0.1,ft,in,Plantation,P18,PIPO,205,27,4.8,,25,16,,L,na ,na ,GPT,D,0,,20230707,NS
Lone Pine ,20230613,2023,6,"JL,NS,BA",0.1,ft,in,Plantation,P19,PIPO,205,33,8.4,,31,11.5,,L,na ,na ,GPT,D,1,,20230707,NS
Lone Pine ,20230613,2023,6,"JL,NS,BA",0.1,ft,in,Plantation,A9,POTR5,209,16,4,,24.5,na,,D1,na ,na ,G,N,1,white speckled fungus,20230707,NS
Lone Pine ,20230613,2023,6,"JL,NS,BA",0.1,ft,in,Plantation,A10,POTR5,210,18,4.6,,24.5,na,,D1,na ,na ,G,N,1,,20230707,NS
Lone Pine ,20230613,2023,6,"JL,NS,BA",0.1,ft,in,Plantation,A11,POTR5,212,18.5,4.6,,24,18,,L,na ,na ,G,N,1,,20230707,NS
Lone Pine ,20230613,2023,6,"JL,NS,BA",0.1,ft,in,Plantation,A12,POTR5,213,34,4.6,,18.2,10,,L,na ,na ,G,N,1,,20230707,NS
Lone Pine ,20230613,2023,6,"JL,NS,BA",0.1,ft,in,Plantation,P20,PIPO,217,27,6.4,,28,14,,L,na ,na ,G,D,0,,20230707,NS
Lone Pine ,20230613,2023,6,"JL,NS,BA",0.1,ft,in,Plantation,A13,POTR5,226,32,4.4,,22,8,,L,na ,na ,G,N,0,,20230707,NS
Lone Pine ,20230613,2023,6,"JL,NS,BA",0.1,ft,in,Plantation,P21,PIPO,234,23,5,,22.7,16.4,,L,na ,na ,G,N,0,,20230707,NS
Lone Pine ,20230613,2023,6,"JL,NS,BA",0.1,ft,in,Plantation,P22,PIPO,237,24,6.5,,24.3,13.7,,L,na ,na ,G,D,0,,20230707,NS
Lone Pine ,20230613,2023,6,"JL,NS,BA",0.1,ft,in,Plantation,P23,PIPO,239,21.5,5.9,,24,18,,L,na ,na ,G,D,0,,20230707,NS
Lone Pine ,20230613,2023,6,"JL,NS,BA",0.1,ft,in,Plantation,A14,POTR5,241,14,6.1,,19,12,,L,na ,na ,G,N,0,,20230707,NS
Lone Pine ,20230613,2023,6,"JL,NS,BA",0.1,ft,in,Plantation,A15,POTR5,247,15.5,6.1,,21,10,,L,na ,na ,G,N,0,,20230707,NS
Lone Pine ,20230613,2023,6,"JL,NS,BA",0.1,ft,in,Plantation,P24,PIPO,259,24,5,,12,3,,L,na ,na ,G,D,0,leaning,20230707,NS
Lone Pine ,20230613,2023,6,"JL,NS,BA",0.1,ft,in,Plantation,P25,PIPO,259,31,6.7,,22.5,9,,L,na ,na ,G,D,0,,20230707,NS
Lone Pine ,20230613,2023,6,"JL,NS,BA",0.1,ft,in,Plantation,P26,PIPO,273,16.5,4.8,,14,7.6,,L,na ,na ,GPT,N,1,,20230707,NS
Lone Pine ,20230613,2023,6,"JL,NS,BA",0.1,ft,in,Plantation,P27,PIPO,277,35.5,6.6,,26.4,11.4,,L,na ,na ,G,D,0,,20230707,NS
Lone Pine ,20230613,2023,6,"JL,NS,BA",0.1,ft,in,Plantation,P28,PIPO,295,18.5,4.9,,20.3,8.2,,L,na ,na ,G,D,1,,20230707,NS
Lone Pine ,20230613,2023,6,"JL,NS,BA",0.1,ft,in,Plantation,P29,PIPO,315,29,26.8,,80,16,,L,na ,na ,G,D,1,,20230707,NS
Lone Pine,20230614,2023,156,EM;CC;CM,0.1,ft,in,CT,911,PIPO,19,33,15.9,,43,21.7,,L,na ,na ,G,M,1,,20230707,EM
Lone Pine,20230614,2023,156,EM;CC;CM,0.1,ft,in,CT,P2,PIPO,151,14,26.2,,71.4,14.1,,L,na ,na ,G,M,1,,20230707,EM
Lone Pine,20230614,2023,156,EM;CC;CM,0.1,ft,in,CT,P3,PIPO,187,23,25.1,,72.8,14.7,,L,na ,na ,G,M,1,,20230707,EM
Lone Pine,20230614,2023,156,EM;CC;CM,0.1,ft,in,CT,P4,PIPO,301,23.5,19.6,,64.8,16.9,,L,na ,na ,G,M,1,,20230707,EM
Lone Pine,20230614,2023,156,EM;CC;CM,0.1,ft,in,CT,P5,PIPO,310,9,22.5,,61.7,23.3,,L,na ,na ,G,M,1,,20230707,EM
Lone Pine,20230614,2023,156,EM;CC;CM,0.1,ft,in,CT,P6,PIPO,319,25,18.3,,78,33.2,,L,na ,na ,G,M,1,,20230707,EM
Lone Pine 20230613,20230613,2023,3,"BA, NS, JL",0.1,ft,in,Plantation,858,PIPO,0,12,6.2,,24,15,,L,na ,na ,G,N,0,Spray painted with number 1,20230707,CC
Lone Pine 20230614,20230613,2023,3,"BA, NS, JL",0.1,ft,in,Plantation,P2,PIPO,2,32,11.1,,32.5,13,,L,na ,na ,G,N,0,,20230707,CC
Lone Pine 20230615,20230613,2023,3,"BA, NS, JL",0.1,ft,in,Plantation,P3,PIPO,4.8,24.5,8.9,,26,11.5,,L,na ,na ,G,N,0,,20230707,CC
Lone Pine 20230616,20230613,2023,3,"BA, NS, JL",0.1,ft,in,Plantation,P4,PIPO,13,8,6.4,,24,12,,L,na ,na ,G,N,0,,20230707,CC
Lone Pine 20230617,20230613,2023,3,"BA, NS, JL",0.1,ft,in,Plantation,P5,PIPO,14,17,8.4,,28,11.5,,L,na ,na ,G,N,0,,20230707,CC
Lone Pine 20230618,20230613,2023,3,"BA, NS, JL",0.1,ft,in,Plantation,P6,PIPO,19,20.5,7,,27,12.8,,L,na ,na ,G,N,0,,20230707,CC
Lone Pine 20230619,20230613,2023,3,"BA, NS, JL",0.1,ft,in,Plantation,P7,PIPO,33,28,7.6,,24,14.5,,L,na ,na ,G,N,0,,20230707,CC
Lone Pine 20230620,20230613,2023,3,"BA, NS, JL",0.1,ft,in,Plantation,P8,PIPO,39,33.5,8,,21,7.5,,L,na ,na ,G,N,0,,20230707,CC
Lone Pine 20230621,20230613,2023,3,"BA, NS, JL",0.1,ft,in,Plantation,P9,PIPO,52,28,7.2,,25,11.5,,L,na ,na ,G,N,0,Incoming cones,20230707,CC
Lone Pine 20230622,20230613,2023,3,"BA, NS, JL",0.1,ft,in,Plantation,P10,PIPO,60,21.5,5.5,,25.5,12.5,,L,na ,na ,G,N,0,Incoming cones,20230707,CC
Lone Pine 20230623,20230613,2023,3,"BA, NS, JL",0.1,ft,in,Plantation,P11,PIPO,62,10.5,8.6,,26,12.7,,L,na ,na ,G,D,0,Incoming cones,20230707,CC
Lone Pine 20230624,20230613,2023,3,"BA, NS, JL",0.1,ft,in,Plantation,P12,PIPO,63,14,4.8,,21,12.2,,L,na ,na ,G,N,0,,20230707,CC
Lone Pine 20230625,20230613,2023,3,"BA, NS, JL",0.1,ft,in,Plantation,P13,PIPO,68,18,5.7,,21.5,13,,L,na ,na ,G,N,0,,20230707,CC
Lone Pine 20230626,20230613,2023,3,"BA, NS, JL",0.1,ft,in,Plantation,P14,PIPO,80,18,5.5,,25.2,10.6,,L,na ,na ,G,N,0,,20230707,CC
Lone Pine 20230627,20230613,2023,3,"BA, NS, JL",0.1,ft,in,Plantation,P15,PIPO,94,22.5,5.5,,21.5,12.2,,L,na ,na ,G,N,0,,20230707,CC
Lone Pine 20230628,20230613,2023,3,"BA, NS, JL",0.1,ft,in,Plantation,P16,PIPO,99,32,7.4,,25.5,13,,L,na ,na ,G,N,0,,20230707,CC
Lone Pine 20230629,20230613,2023,3,"BA, NS, JL",0.1,ft,in,Plantation,P17,PIPO,103,23.5,6.4,,28,10,,L,na ,na ,G,D,0,Incoming cones,20230707,CC
Lone Pine 20230630,20230613,2023,3,"BA, NS, JL",0.1,ft,in,Plantation,P18,PIPO,108,26,6.6,,29,15,,L,na ,na ,G,D,0,Incoming cones,20230707,CC
Lone Pine 20230631,20230613,2023,3,"BA, NS, JL",0.1,ft,in,Plantation,P19,PIPO,114,34,8.9,,38,20,,L,na ,na ,G,D,0,Incoming cones,20230707,CC
Lone Pine 20230632,20230613,2023,3,"BA, NS, JL",0.1,ft,in,Plantation,P20,PIPO,117,17,16.3,,38.5,14,,L,na ,na ,G,D,0,Incoming cones,20230707,CC
Lone Pine 20230633,20230613,2023,3,"BA, NS, JL",0.1,ft,in,Plantation,P21,PIPO,121,34.5,5.1,,28,12,,L,na ,na ,G,D,0,Incoming cones,20230707,CC
Lone Pine 20230634,20230613,2023,3,"BA, NS, JL",0.1,ft,in,Plantation,P22,PIPO,126,32,9,,32,11.5,,L,na ,na ,G,D,0,Incoming cones,20230707,CC
Lone Pine 20230635,20230613,2023,3,"BA, NS, JL",0.1,ft,in,Plantation,P23,PIPO,129,27.5,4.7,,27.5,12.8,,L,na ,na ,G,D,0,Incoming cones,20230707,CC
Lone Pine 20230636,20230613,2023,3,"BA, NS, JL",0.1,ft,in,Plantation,P24,PIPO,130,28.5,4.8,,28.5,10.7,,L,na ,na ,G,D,0,Conjoined at base w P23,20230707,CC
Lone Pine 20230637,20230613,2023,3,"BA, NS, JL",0.1,ft,in,Plantation,P25,PIPO,146,30.5,5.5,,30.5,10.5,,L,na ,na ,G,D,0,Incoming cones,20230707,CC
Lone Pine 20230638,20230613,2023,3,"BA, NS, JL",0.1,ft,in,Plantation,P26,PIPO,154,13.5,4.6,,22.8,9.7,,L,na ,na ,G,N,0,,20230707,CC
Lone Pine 20230639,20230613,2023,3,"BA, NS, JL",0.1,ft,in,Plantation,P27,PIPO,160,19,4.7,,26,8.7,,L,na ,na ,G,D,0,Incoming cones,20230707,CC
Lone Pine 20230640,20230613,2023,3,"BA, NS, JL",0.1,ft,in,Plantation,P28,PIPO,171,10,8,,27,13.5,,L,na ,na ,G,D,0,Incoming cones,20230707,CC
Lone Pine 20230641,20230613,2023,3,"BA, NS, JL",0.1,ft,in,Plantation,P29,PIPO,172,6.5,5.1,,25.6,12.8,,L,na ,na ,G,D,0,Incoming cones,20230707,CC
Lone Pine 20230642,20230613,2023,3,"BA, NS, JL",0.1,ft,in,Plantation,P30,PIPO,173,30,5.5,,25,8.7,,L,na ,na ,G,D,1,Incoming cones,20230707,CC
Lone Pine 20230643,20230613,2023,3,"BA, NS, JL",0.1,ft,in,Plantation,P31,PIPO,180,23,5.7,,31,12.5,,L,na ,na ,G,D,1,Incoming cones,20230707,CC
Lone Pine 20230644,20230613,2023,3,"BA, NS, JL",0.1,ft,in,Plantation,P32,PIPO,185,24,5.3,,11.1,na,,D2,na ,na ,na,N,1,Dead w broken top,20230707,CC
Lone Pine 20230645,20230613,2023,3,"BA, NS, JL",0.1,ft,in,Plantation,P33,PIPO,186,29,6.6,,26,10,,L,na ,na ,G,N,1,,20230707,CC
Lone Pine 20230646,20230613,2023,3,"BA, NS, JL",0.1,ft,in,Plantation,P34,PIPO,193,23,7.8,,27,14,,L,na ,na ,G,D,1,Incoming cones,20230707,CC
Lone Pine 20230647,20230613,2023,3,"BA, NS, JL",0.1,ft,in,Plantation,P35,PIPO,202,27,6.3,,27.1,12.5,,L,na ,na ,G,D,0,Incoming cones,20230707,CC
Lone Pine 20230648,20230613,2023,3,"BA, NS, JL",0.1,ft,in,Plantation,P36,PIPO,206,27.5,6.4,,28,13,,L,na ,na ,G,D,0,Incoming cones,20230707,CC
Lone Pine 20230649,20230613,2023,3,"BA, NS, JL",0.1,ft,in,Plantation,P37,PIPO,207,12,7.5,,27.5,12.3,,L,na ,na ,G,D,1,Incoming cones,20230707,CC
Lone Pine 20230650,20230613,2023,3,"BA, NS, JL",0.1,ft,in,Plantation,P38,PIPO,214,20,8.2,,34.5,13.3,,L,na ,na ,G,D,1,Incoming cones,20230707,CC
Lone Pine 20230651,20230613,2023,3,"BA, NS, JL",0.1,ft,in,Plantation,P39,PIPO,217,28,6.4,,25.3,14.5,,L,na ,na ,G,D,0,Incoming cones,20230707,CC
Lone Pine 20230652,20230613,2023,3,"BA, NS, JL",0.1,ft,in,Plantation,P40,PIPO,221,25.5,4.9,,23,13.7,,L,na ,na ,G,D,0,Incoming cones,20230707,CC
Lone Pine 20230653,20230613,2023,3,"BA, NS, JL",0.1,ft,in,Plantation,P41,PIPO,230,31,5.7,,24.7,12,,L,na ,na ,G,D,0,Incoming cones,20230707,CC
Lone Pine 20230654,20230613,2023,3,"BA, NS, JL",0.1,ft,in,Plantation,P42,PIPO,232,20,6.8,,27.8,11.7,,L,na ,na ,G,D,1,Incoming cones,20230707,CC
Lone Pine 20230655,20230613,2023,3,"BA, NS, JL",0.1,ft,in,Plantation,P43,PIPO,241,25.5,4.2,,19.5,8.1,,L,na ,na ,G,D,0,Incoming cones,20230707,CC
Lone Pine 20230656,20230613,2023,3,"BA, NS, JL",0.1,ft,in,Plantation,P44,PIPO,243,27,5.6,,34,10,,L,na ,na ,G,D,0,Incoming cones,20230707,CC
Lone Pine 20230657,20230613,2023,3,"BA, NS, JL",0.1,ft,in,Plantation,P45,PIPO,267,26.5,6.2,,24,9,,L,na ,na ,G,D,0,Incoming cones,20230707,CC
Lone Pine 20230658,20230613,2023,3,"BA, NS, JL",0.1,ft,in,Plantation,P46,PIPO,276,12,8.4,,30,11.8,,L,na ,na ,G,D,0,Incoming cones,20230707,CC
Lone Pine 20230659,20230613,2023,3,"BA, NS, JL",0.1,ft,in,Plantation,p47,PIPO,283,36,4.9,,19.8,6,,L,na ,na ,G,D,0,Incoming cones,20230707,CC
Lone Pine 20230660,20230613,2023,3,"BA, NS, JL",0.1,ft,in,Plantation,P48,PIPO,285,4,8.2,,31.4,11.7,,L,na ,na ,G,D,0,Incoming cones,20230707,CC
Lone Pine 20230661,20230613,2023,3,"BA, NS, JL",0.1,ft,in,Plantation,P49,PIPO,286,16.5,5.4,,26.8,11,,L,na ,na ,G,D,0,Incoming cones,20230707,CC
Lone Pine 20230662,20230613,2023,3,"BA, NS, JL",0.1,ft,in,Plantation,P50,PIPO,307,16,7.3,,30,11.7,,L,na ,na ,G,D,0,Incoming cones,20230707,CC
Lone Pine 20230663,20230613,2023,3,"BA, NS, JL",0.1,ft,in,Plantation,P51,PIPO,308,27.5,5.6,,23.6,11.5,,L,na ,na ,G,D,1,Incoming cones,20230707,CC
Lone Pine 20230664,20230613,2023,3,"BA, NS, JL",0.1,ft,in,Plantation,P52,PIPO,319,25,6.4,,22,13,,L,na ,na ,G,D,1,Incoming cones,20230707,CC
Lone Pine 20230665,20230613,2023,3,"BA, NS, JL",0.1,ft,in,Plantation,P53,PIPO,331,19.5,6.6,,26,13.3,,L,na ,na ,G,D,0,Incoming cones,20230707,CC
Lone Pine 20230666,20230613,2023,3,"BA, NS, JL",0.1,ft,in,Plantation,P54,PIPO,350,18,5,,24.5,11.6,,L,na ,na ,G,D,0,Incoming cones,20230707,CC
Lone Pine,20230612,2023,1,"BA,NS,JL",0.1,ft,in,Plantation,856,PIPO,6,27,12.5,,41.8,11.3,,L,na ,na ,G,D,0,,20230707,NS
Lone Pine,20230612,2023,1,"BA,NS,JL",0.1,ft,in,Plantation,P2,PIPO,16,27,9.3,,39.7,6,,L,na ,na ,G,D,0,,20230707,NS
Lone Pine,20230612,2023,1,"BA,NS,JL",0.1,ft,in,Plantation,P3,PIPO,30,29,7.6,,34.6,14.1,,L,na ,na ,G,D,1,,20230707,NS
Lone Pine,20230612,2023,1,"BA,NS,JL",0.1,ft,in,Plantation,P4,PIPO,50,30,10.1,,32.1,12.6,,L,na ,na ,G,D,1,,20230707,NS
Lone Pine,20230612,2023,1,"BA,NS,JL",0.1,ft,in,Plantation,P5,PIPO,70,36,5.3,,26.1,9.7,,L,na ,na ,G,S,1,,20230707,NS
Lone Pine,20230612,2023,1,"BA,NS,JL",0.1,ft,in,Plantation,P6,PIPO,79,19,9,,37.9,11.2,,L,na ,na ,G,D,1,,20230707,NS
Lone Pine,20230612,2023,1,"BA,NS,JL",0.1,ft,in,Plantation,P7,PIPO,98,32,4.5,,19,2,,L,na ,na ,G,D,0,leaning,20230707,NS
Lone Pine,20230612,2023,1,"BA,NS,JL",0.1,ft,in,Plantation,P8,PIPO,100,23,9.5,,38.2,12.2,,L,na ,na ,G,M,0,,20230707,NS
Lone Pine,20230612,2023,1,"BA,NS,JL",0.1,ft,in,Plantation,P9,PIPO,103,28.5,6.1,,28.7,6,,L,na ,na ,G,D,0,,20230707,NS
Lone Pine,20230612,2023,1,"BA,NS,JL",0.1,ft,in,Plantation,P10,PIPO,112,27,4.9,,23.4,7.7,,L,na ,na ,G,D,1,,20230707,NS
Lone Pine,20230612,2023,1,"BA,NS,JL",0.1,ft,in,Plantation,P11,PIPO,139,13,9.4,,42.1,14.1,,L,na ,na ,G,D,1,,20230707,NS
Lone Pine,20230612,2023,1,"BA,NS,JL",0.1,ft,in,Plantation,P12,PIPO,141,21,7.4,,33.1,9.5,,L,na ,na ,G,D,1,,20230707,NS
Lone Pine,20230612,2023,1,"BA,NS,JL",0.1,ft,in,Plantation,P13,PIPO,161,17.5,6.2,,29.9,14.7,,L,na ,na ,G,D,1,,20230707,NS
Lone Pine,20230612,2023,1,"BA,NS,JL",0.1,ft,in,Plantation,P14,PIPO,163,20.5,7.1,,34,9.8,,L,na ,na ,G,D,0,,20230707,NS
Lone Pine,20230612,2023,1,"BA,NS,JL",0.1,ft,in,Plantation,P15,PIPO,171,20.5,5.5,,22.9,6.2,,L,na ,na ,G,D,0,top broken,20230707,NS
Lone Pine,20230612,2023,1,"BA,NS,JL",0.1,ft,in,Plantation,P16,PIPO,192,30,7.8,,30.7,11.4,,L,na ,na ,G,D,1,,20230707,NS
Lone Pine,20230612,2023,1,"BA,NS,JL",0.1,ft,in,Plantation,P17,PIPO,204,23,7.5,,32.1,12.1,,L,na ,na ,G,D,0,,20230707,NS
Lone Pine,20230612,2023,1,"BA,NS,JL",0.1,ft,in,Plantation,P18,PIPO,293,6,11.3,,38.9,13.4,,L,na ,na ,G,N,1,,20230707,NS
Lone Pine,20230612,2023,1,"BA,NS,JL",0.1,ft,in,Plantation,P19,PIPO,300,32,8.1,,38.2,16.2,,L,na ,na ,G,N,0,,20230707,NS
Lone Pine,20230612,2023,1,"BA,NS,JL",0.1,ft,in,Plantation,P20,PIPO,311,24,5.8,,13.5,4,,L,na ,na ,G,N,1,leaning,20230707,NS
Lone Pine,20230612,2023,1,"BA,NS,JL",0.1,ft,in,Plantation,P21,PIPO,330,27,5.4,,7.9,1,,L,na ,na ,G,D,0,leaning,20230707,NS
Lone Pine,20230612,2023,2,"EM,CM,CC,AC",0.1,ft,in,Plantation,906,POTR,19.8,32,5.8,,33.7,11.2,,L,na ,na ,G,M,0,,20230707,EM
Lone Pine,20230612,2023,2,"EM,CM,CC,AC",0.1,ft,in,Plantation,A2,POTR,23.1,24,7.1,,34.7,17.6,,L,na ,na ,G,N,0,,20230707,EM
Lone Pine,20230612,2023,2,"EM,CM,CC,AC",0.1,ft,in,Plantation,A3,POTR,24.5,22,7.5,,33.9,16.4,,L,na ,na ,G,N,0,,20230707,EM
Lone Pine,20230612,2023,2,"EM,CM,CC,AC",0.1,ft,in,Plantation,A4,POTR,29.1,26,5.5,,32.1,17.1,,L,na ,na ,G,N,0,,20230707,EM
Lone Pine,20230612,2023,2,"EM,CM,CC,AC",0.1,ft,in,Plantation,907,POTR,31.5,17.5,9.7,,41.3,15.4,,L,na ,na ,G,M,0,,20230707,EM
Lone Pine,20230612,2023,2,"EM,CM,CC,AC",0.1,ft,in,Plantation,A5,POTR,31.5,34,5.4,,36,21.4,,L,na ,na ,G,N,0,,20230707,EM
Lone Pine,20230612,2023,2,"EM,CM,CC,AC",0.1,ft,in,Plantation,A6,POTR,39.6,31,5,,35.9,22.4,,L,na ,na ,G,N,0,,20230707,EM
Lone Pine,20230612,2023,2,"EM,CM,CC,AC",0.1,ft,in,Plantation,A7,POTR,40.5,23,4.1,,43.1,27.4,,L,na ,na ,G,N,0,,20230707,EM
Lone Pine,20230612,2023,2,"EM,CM,CC,AC",0.1,ft,in,Plantation,A8,POTR,42.9,24,4.8,,38.7,20.9,,L,na ,na ,G,N,0,,20230707,EM
Lone Pine,20230612,2023,2,"EM,CM,CC,AC",0.1,ft,in,Plantation,A9,POTR,44,23,7.9,,38.9,25,,L,na ,na ,G,N,0,,20230707,EM
Lone Pine,20230612,2023,2,"EM,CM,CC,AC",0.1,ft,in,Plantation,A10,POTR,56.4,15,4.9,,38.5,21.7,,L,na ,na ,G,N,0,,20230707,EM
Lone Pine,20230612,2023,2,"EM,CM,CC,AC",0.1,ft,in,Plantation,A11,POTR,60.7,22,5.1,,31.6,22.1,,L,na ,na ,G,N,0,,20230707,EM
