ObjectID,Project,Phase,Treatments,Monitoring,Block,Unit,Plot,BEST_Treat,Species,Decay_Class,Tree Damage Code,Damage Agent,Beetle,Cone Production,Shrubs under trees,Diameter_Units,DBH,DBH_cm,Height_Units,Height,CBH,CR,Max Crown Scorch Ht,Max Stem Char Ht,Notes,CreationDate,EditDate
918,LonePine,Pre,LTR,No,Best,,54,70_BA,PIPO,L,,,G,None,>half,cm,6.929133858,17.6,,32.8,20.6,37.19512195,,,,7/30/2020 21:21,7/30/2020 21:21
929,LonePine,Pre,LTR,No,Best,,54,70_BA,PIPO,L,,,G,None,<half,cm,7.559055118,19.2,,21.2,8.5,59.90566038,,,,7/30/2020 21:21,7/30/2020 21:21
933,LonePine,Pre,LTR,No,Best,,54,70_BA,PIPO,L,,,G,None,<half,cm,7.755905512,19.7,,36.2,11.7,67.67955801,,,,7/30/2020 21:21,7/30/2020 21:21
923,LonePine,Pre,LTR,No,Best,,54,70_BA,PIPO,L,,,G,None,<half,cm,9.527559055,24.2,ft,57.8,27.7,52.07612457,,,Leaner,7/30/2020 21:21,7/30/2020 21:21
930,LonePine,Pre,LTR,No,Best,,54,70_BA,PIPO,L,,,G,None,<half,cm,10,25.4,,47.1,12.5,73.46072187,,,,7/30/2020 21:21,7/30/2020 21:21
919,LonePine,Pre,LTR,No,Best,,54,70_BA,PIPO,L,,,G,None,>half,cm,14.21259843,36.1,,54.2,30.5,43.72693727,,,,7/30/2020 21:21,7/30/2020 21:21
927,LonePine,Pre,LTR,No,Best,,54,70_BA,PIPO,L,,,G,None,<half,cm,17.4015748,44.2,,44.1,22.9,48.07256236,,,Mistletoe and bark beetle,7/30/2020 21:21,7/30/2020 21:21
920,LonePine,Pre,LTR,No,Best,,54,70_BA,PIPO,L,,,G,None,>half,cm,17.71653543,45,ft,47,32.3,31.27659574,,,,7/30/2020 21:21,7/30/2020 21:21
932,LonePine,Pre,LTR,No,Best,,54,70_BA,PIPO,L,,,G,None,<half,cm,17.71653543,45,,58.8,12.6,78.57142857,,,,7/30/2020 21:21,7/30/2020 21:21
921,LonePine,Pre,LTR,No,Best,,54,70_BA,PIPO,L,,,G,None,>half,cm,19.21259843,48.8,,73,29.9,59.04109589,,,,7/30/2020 21:21,7/30/2020 21:21
928,LonePine,Pre,LTR,No,Best,,54,70_BA,PIPO,L,,,G,None,<half,cm,19.76377953,50.2,,55.9,26.6,52.41502683,,,,7/30/2020 21:21,7/30/2020 21:21
709,LonePine,Pre,STS,No,Bradfield,,55,70_BA,QUGA,L,,,G,None,>half,cm,4.173228346,10.6,ft,12,1,91.66666667,,,,7/30/2020 21:21,7/30/2020 21:21
718,LonePine,Pre,STS,No,Bradfield,,55,70_BA,PIPO,L,,,G,None,<half,cm,6.220472441,15.8,,33.7,13.7,59.34718101,,,Bark beetle and dwarf mistletoe,7/30/2020 21:21,7/30/2020 21:21
720,LonePine,Pre,STS,No,Bradfield,,55,70_BA,PIPO,L,,,G,None,<half,cm,8.11023622,20.6,,48.5,40.1,17.31958763,,,,7/30/2020 21:21,7/30/2020 21:21
717,LonePine,Pre,STS,No,Bradfield,,55,70_BA,PIPO,L,,,G,None,<half,cm,9.566929134,24.3,,34.8,18.6,46.55172414,,,,7/30/2020 21:21,7/30/2020 21:21
719,LonePine,Pre,STS,No,Bradfield,,55,70_BA,PIPO,L,,,G,None,<half,cm,10.31496063,26.2,,45.6,15.3,66.44736842,,,,7/30/2020 21:21,7/30/2020 21:21
716,LonePine,Pre,STS,No,Bradfield,,55,70_BA,PIPO,L,,,G,None,<half,cm,12.20472441,31,,50.3,45.6,9.343936382,,,,7/30/2020 21:21,7/30/2020 21:21
713,LonePine,Pre,STS,No,Bradfield,,55,70_BA,PIPO,L,,,G,None,<half,cm,14.60629921,37.1,,58.1,40.6,30.12048193,,,,7/30/2020 21:21,7/30/2020 21:21
721,LonePine,Pre,STS,No,Bradfield,,55,70_BA,PIPO,L,,,G,None,<half,cm,14.60629921,37.1,,50.2,15.6,68.92430279,,,,7/30/2020 21:21,7/30/2020 21:21
722,LonePine,Pre,STS,No,Bradfield,,55,70_BA,PIPO,L,,,G,None,<half,cm,16.33858268,41.5,ft,54.8,,,,,9 individuals of this size class (11-15 dbh),7/30/2020 21:21,7/30/2020 21:21
714,LonePine,Pre,STS,No,Bradfield,,55,70_BA,PIPO,L,,,G,None,<half,cm,16.8503937,42.8,,50,40.2,19.6,,,,7/30/2020 21:21,7/30/2020 21:21
715,LonePine,Pre,STS,No,Bradfield,,55,70_BA,PIPO,L,,,G,None,<half,cm,0,,,51.9,,,,,,7/30/2020 21:21,7/30/2020 21:21
737,LonePine,Pre,LTR,No,Bradfield,,56,70_BA,PIPO,L,,,G,None,<half,cm,4.881889764,12.4,,20,12.6,37,,,,7/30/2020 21:21,7/30/2020 21:21
739,LonePine,Pre,LTR,No,Bradfield,,56,70_BA,PIPO,L,,,G,None,None,cm,5.118110236,13,,29.7,20.9,29.62962963,,,,7/30/2020 21:21,7/30/2020 21:21
726,LonePine,Pre,LTR,No,Bradfield,,56,70_BA,PIPO,L,,,G,None,<half,cm,5.196850394,13.2,ft,20.2,6,70.2970297,,,,7/30/2020 21:21,7/30/2020 21:21
730,LonePine,Pre,LTR,No,Bradfield,,56,70_BA,PIPO,L,,,G,None,<half,cm,5.669291339,14.4,ft,28.5,14.4,49.47368421,,,,7/30/2020 21:21,7/30/2020 21:21
738,LonePine,Pre,LTR,No,Bradfield,,56,70_BA,PIPO,L,,,G,None,None,cm,5.748031496,14.6,,29.5,12,59.3220339,,,,7/30/2020 21:21,7/30/2020 21:21
728,LonePine,Pre,LTR,No,Bradfield,,56,70_BA,PIPO,L,,,G,None,<half,cm,6.141732283,15.6,ft,25.6,16.2,36.71875,,,,7/30/2020 21:21,7/30/2020 21:21
740,LonePine,Pre,LTR,No,Bradfield,,56,70_BA,PIPO,L,,,G,None,<half,cm,6.377952756,16.2,,27.5,10.6,61.45454545,,,4 individuals of this approximate size,7/30/2020 21:20,7/30/2020 21:20
745,LonePine,Pre,LTR,No,Bradfield,,56,70_BA,PIPO,L,,,G,None,<half,cm,6.417322835,16.3,,14.2,12.2,14.08450704,,,,7/30/2020 21:20,7/30/2020 21:20
746,LonePine,Pre,LTR,No,Bradfield,,56,70_BA,PIPO,L,,,G,None,<half,cm,7.401574803,18.8,,22.9,9.9,56.76855895,,,,7/30/2020 21:20,7/30/2020 21:20
747,LonePine,Pre,LTR,No,Bradfield,,56,70_BA,PIPO,L,,,G,None,<half,cm,7.401574803,18.8,,11,8,27.27272727,,,,7/30/2020 21:20,7/30/2020 21:20
727,LonePine,Pre,LTR,No,Bradfield,,56,70_BA,PIPO,L,,,G,None,<half,cm,7.795275591,19.8,ft,59.6,15.6,73.82550336,,,,7/30/2020 21:20,7/30/2020 21:20
744,LonePine,Pre,LTR,No,Bradfield,,56,70_BA,PIPO,L,,,G,None,>half,cm,7.913385827,20.1,,51.3,25.6,50.09746589,,,,7/30/2020 21:20,7/30/2020 21:20
749,LonePine,Pre,LTR,No,Bradfield,,56,70_BA,PIPO,L,,,G,None,<half,cm,8.307086614,21.1,ft,35.1,16.6,52.70655271,,,,7/30/2020 21:20,7/30/2020 21:20
736,LonePine,Pre,LTR,No,Bradfield,,56,70_BA,PIPO,L,,,G,None,<half,cm,8.346456693,21.2,,41.5,35.6,14.21686747,,,,7/30/2020 21:20,7/30/2020 21:20
725,LonePine,Pre,LTR,No,Bradfield,,56,70_BA,PIPO,L,,,G,None,>half,cm,8.503937008,21.6,ft,68.3,20.6,69.83894583,,,,7/30/2020 21:20,7/30/2020 21:20
743,LonePine,Pre,LTR,No,Bradfield,,56,70_BA,PIPO,L,,,G,None,>half,cm,8.503937008,21.6,,41.5,35.6,14.21686747,,,,7/30/2020 21:20,7/30/2020 21:20
742,LonePine,Pre,LTR,No,Bradfield,,56,70_BA,PIPO,L,,,G,None,<half,cm,8.582677165,21.8,,29.3,19.9,32.08191126,,,3 individuals,7/30/2020 21:20,7/30/2020 21:20
734,LonePine,Pre,LTR,No,Bradfield,,56,70_BA,PIPO,L,,,G,None,<half,cm,10.07874016,25.6,,35.2,,,,,,7/30/2020 21:20,7/30/2020 21:20
741,LonePine,Pre,LTR,No,Bradfield,,56,70_BA,PIPO,L,,,G,None,<half,cm,10.43307087,26.5,,35,,,,,,7/30/2020 21:20,7/30/2020 21:20
729,LonePine,Pre,LTR,No,Bradfield,,56,70_BA,PIPO,L,,,G,,<half,cm,11.25984252,28.6,ft,65.4,,,,,,7/30/2020 21:20,7/30/2020 21:20
750,LonePine,Pre,LTR,No,Bradfield,,56,70_BA,PIPO,L,,,G,None,<half,cm,13.42519685,34.1,ft,54.7,18.8,65.63071298,,,,7/30/2020 21:20,7/30/2020 21:20
735,LonePine,Pre,LTR,No,Bradfield,,56,70_BA,PIPO,L,,,G,None,<half,cm,15.23622047,38.7,,63.7,51.6,18.99529042,,,,7/30/2020 21:20,7/30/2020 21:20
748,LonePine,Pre,LTR,No,Bradfield,,56,70_BA,PIPO,L,,,G,None,<half,cm,15.31496063,38.9,,35.1,18.6,47.00854701,,,,7/30/2020 21:20,7/30/2020 21:20
707,LonePine,Pre,LTR,No,Bradfield,,57,70_BA,PIPO,L,,,G,None,<half,cm,10.59055118,26.9,ft,42.8,12.6,70.56074766,,,,7/30/2020 21:20,7/30/2020 21:20
706,LonePine,Pre,LTR,No,Bradfield,,57,70_BA,PIPO,L,,,G,None,<half,cm,13.62204724,34.6,ft,42.8,13.9,67.52336449,,,,7/30/2020 21:20,7/30/2020 21:20
705,LonePine,Pre,LTR,No,Bradfield,,57,70_BA,PIPO,L,,,G,None,>half,cm,19.48818898,49.5,ft,50,19.7,60.6,,,,7/30/2020 21:20,7/30/2020 21:20
708,LonePine,Pre,LTR,No,Bradfield,,57,70_BA,PIPO,L,,,G,None,>half,cm,21.06299213,53.5,ft,49.5,20.7,58.18181818,,,4 plants of this size,7/30/2020 21:21,7/30/2020 21:21
704,LonePine,Pre,LTR,No,Bradfield,,57,70_BA,PIPO,L,,,G,None,>half,cm,21.1023622,53.6,ft,53,17.3,67.35849057,,,,7/30/2020 21:21,7/30/2020 21:21
693,LonePine,Pre,LTR,No,Bradfield,,58,70_BA,QUGA,L,,,G,None,<half,cm,5.275590551,13.4,,16.4,,,,,,7/30/2020 21:21,7/30/2020 21:21
700,LonePine,Pre,LTR,No,Bradfield,,58,70_BA,PIPO,L,,,G,None,>half,cm,5.787401575,14.7,,27.9,12.4,55.55555556,,,Leaner. Broken top.,7/30/2020 21:21,7/30/2020 21:21
701,LonePine,Pre,LTR,No,Bradfield,,58,70_BA,PIPO,L,,,G,None,>half,cm,9.488188976,24.1,,24.1,8,66.80497925,,,,7/30/2020 21:21,7/30/2020 21:21
703,LonePine,Pre,LTR,No,Bradfield,,58,70_BA,PIPO,L,,,G,None,>half,cm,12.20472441,31,ft,52.2,30.6,41.37931034,,,,7/30/2020 21:21,7/30/2020 21:21
696,LonePine,Pre,LTR,No,Bradfield,,58,70_BA,PIPO,L,,,G,None,>half,cm,14.17322835,36,,51.7,22.4,56.67311412,,,,7/30/2020 21:21,7/30/2020 21:21
698,LonePine,Pre,LTR,No,Bradfield,,58,70_BA,PIPO,L,,,G,None,<half,cm,14.40944882,36.6,,53.1,23.9,54.9905838,,,,7/30/2020 21:21,7/30/2020 21:21
690,LonePine,Pre,LTR,No,Bradfield,,58,70_BA,PIPO,L,,,G,None,>half,cm,14.76377953,37.5,,57.8,15.2,73.70242215,,,,7/30/2020 21:21,7/30/2020 21:21
691,LonePine,Pre,LTR,No,Bradfield,,58,70_BA,PIPO,L,,,G,None,<half,cm,14.80314961,37.6,,58.3,25.6,56.08919383,,,,7/30/2020 21:21,7/30/2020 21:21
702,LonePine,Pre,LTR,No,Bradfield,,58,70_BA,PIPO,L,,,G,None,<half,cm,14.96062992,38,,60.8,18.6,69.40789474,,,,7/30/2020 21:21,7/30/2020 21:21
699,LonePine,Pre,LTR,No,Bradfield,,58,70_BA,PIPO,L,,,G,None,>half,cm,15.7480315,40,,60.3,15.2,74.79270315,,,,7/30/2020 21:21,7/30/2020 21:21
694,LonePine,Pre,LTR,No,Bradfield,,58,70_BA,PIPO,L,,,G,None,<half,cm,15.98425197,40.6,,57.7,22.8,60.48526863,,,,7/30/2020 21:21,7/30/2020 21:21
695,LonePine,Pre,LTR,No,Bradfield,,58,70_BA,PIPO,L,,,G,None,>half,cm,16.37795276,41.6,,46.6,20.7,55.57939914,,,,7/30/2020 21:21,7/30/2020 21:21
692,LonePine,Pre,LTR,No,Bradfield,,58,70_BA,PIPO,L,,,G,None,<half,cm,19.88188976,50.5,,62.7,12.7,79.74481659,,,,7/30/2020 21:21,7/30/2020 21:21
697,LonePine,Pre,LTR,No,Bradfield,,58,70_BA,PIPO,L,,,G,None,<half,cm,21.8503937,55.5,,54.4,22.6,58.45588235,,,,7/30/2020 21:21,7/30/2020 21:21
684,LonePine,Pre,LTR,No,Bradfield,,59,70_BA,JUSC2,L,,,G,None,>half,cm,4.960629921,12.6,ft,13.8,4,71.01449275,,,,7/30/2020 21:21,7/30/2020 21:21
687,LonePine,Pre,LTR,No,Bradfield,,59,70_BA,PIPO,L,I,BB,G,None,>half,cm,12.51968504,31.8,ft,37.6,12.1,67.81914894,,,,7/30/2020 21:21,7/30/2020 21:21
689,LonePine,Pre,LTR,No,Bradfield,,59,70_BA,PIPO,L,,,G,None,<half,cm,13.77952756,35,ft,61,12.2,80,,,,7/30/2020 21:21,7/30/2020 21:21
681,LonePine,Pre,LTR,No,Bradfield,,59,70_BA,PIPO,L,,,G,None,>half,cm,16.77165354,42.6,ft,60.7,18.6,69.35749588,,,,7/30/2020 21:21,7/30/2020 21:21
680,LonePine,Pre,LTR,No,Bradfield,,59,70_BA,PIPO,L,,,G,None,<half,cm,17.71653543,45,ft,62.6,12.8,79.55271565,,,,7/30/2020 21:21,7/30/2020 21:21
682,LonePine,Pre,LTR,No,Bradfield,,59,70_BA,PIPO,L,,,G,None,>half,cm,18.46456693,46.9,,58,7.8,86.55172414,,,,7/30/2020 21:21,7/30/2020 21:21
683,LonePine,Pre,LTR,No,Bradfield,,59,70_BA,PIPO,L,,,G,None,>half,cm,23.07086614,58.6,ft,81.6,11.1,86.39705882,,,,7/30/2020 21:21,7/30/2020 21:21
685,LonePine,Pre,LTR,No,Bradfield,,59,70_BA,PIPO,L,,,G,None,<half,cm,23.7007874,60.2,ft,56.1,10.6,81.10516934,,,,7/30/2020 21:21,7/30/2020 21:21
607,LonePine,Pre,LTR,No,Bradfield,,60,90_BA,PIPO,L,,,G,None,>half,cm,4.448818898,11.3,,16.6,9.1,45.18072289,,,,7/30/2020 21:21,7/30/2020 21:21
605,LonePine,Pre,LTR,No,Bradfield,,60,90_BA,PIPO,L,,,G,None,>half,cm,5.275590551,13.4,,34.8,16.6,52.29885057,,,,7/30/2020 21:21,7/30/2020 21:21
598,LonePine,Pre,LTR,No,Bradfield,,60,90_BA,PIPO,L,,,G,None,>half,cm,5.708661417,14.5,,22.2,3,86.48648649,,,,7/30/2020 21:21,7/30/2020 21:21
596,LonePine,Pre,LTR,No,Bradfield,,60,90_BA,PIPO,L,,,G,None,<half,cm,6.732283465,17.1,,25.1,6,76.09561753,,,,7/30/2020 21:21,7/30/2020 21:21
619,LonePine,Pre,LTR,No,Bradfield,,60,90_BA,PIPO,L,,,G,None,>half,cm,7.559055118,19.2,,36.7,13.5,63.21525886,,,,7/30/2020 21:21,7/30/2020 21:21
612,LonePine,Pre,LTR,No,Bradfield,,60,90_BA,PIPO,L,,,G,None,None,cm,8.897637795,22.6,,41,12.3,70,,,,7/30/2020 21:21,7/30/2020 21:21
602,LonePine,Pre,LTR,No,Bradfield,,60,90_BA,PIPO,L,,,G,None,>half,cm,9.527559055,24.2,,57.9,32.8,43.35060449,,,,7/30/2020 21:21,7/30/2020 21:21
609,LonePine,Pre,LTR,No,Bradfield,,60,90_BA,PIPO,L,,,G,None,>half,cm,10.23622047,26,ft,50.3,13.8,72.56461233,,,,7/30/2020 21:21,7/30/2020 21:21
597,LonePine,Pre,LTR,No,Bradfield,,60,90_BA,PIPO,L,,,G,None,<half,cm,10.47244094,26.6,,29.3,7,76.10921502,,,,7/30/2020 21:21,7/30/2020 21:21
601,LonePine,Pre,LTR,No,Bradfield,,60,90_BA,PIPO,L,,,G,None,>half,cm,10.47244094,26.6,,33.4,10.5,68.56287425,,,,7/30/2020 21:21,7/30/2020 21:21
603,LonePine,Pre,LTR,No,Bradfield,,60,90_BA,PIPO,L,,,G,None,>half,cm,10.47244094,26.6,,48.8,16.6,65.98360656,,,,7/30/2020 21:21,7/30/2020 21:21
606,LonePine,Pre,LTR,No,Bradfield,,60,90_BA,PIPO,L,,,G,None,>half,cm,10.86614173,27.6,,62,15.5,75,,,,7/30/2020 21:21,7/30/2020 21:21
604,LonePine,Pre,LTR,No,Bradfield,,60,90_BA,PIPO,L,,,G,None,>half,cm,11.33858268,28.8,,57.9,46.6,19.5164076,,,,7/30/2020 21:21,7/30/2020 21:21
595,LonePine,Pre,LTR,No,Bradfield,,60,90_BA,PIPO,L,,,G,None,<half,cm,14.2519685,36.2,ft,63.3,19.9,68.56240126,,,,7/30/2020 21:21,7/30/2020 21:21
608,LonePine,Pre,LTR,No,Bradfield,,60,90_BA,PIPO,L,,,G,None,<half,cm,19.09448819,48.5,,66.9,34.4,48.5799701,,,,7/30/2020 21:21,7/30/2020 21:21
599,LonePine,Pre,LTR,No,Bradfield,,60,90_BA,PIPO,L,,,G,None,>half,cm,21.92913386,55.7,,82.7,15.6,81.13663845,,,,7/30/2020 21:21,7/30/2020 21:21
622,LonePine,Pre,LTR,No,Bradfield,,60,90_BA,PIPO,L,,,G,None,>half,cm,22.44094488,57,,73.5,7,90.47619048,,,,7/30/2020 21:21,7/30/2020 21:21
600,LonePine,Pre,LTR,No,Bradfield,,60,90_BA,PIPO,L,,,G,None,>half,cm,22.67716535,57.6,,77.3,50.6,34.54075032,,,,7/30/2020 21:21,7/30/2020 21:21
621,LonePine,Pre,LTR,No,Bradfield,,60,90_BA,PIPO,L,,,G,None,>half,cm,24.33070866,61.8,,58.2,17.8,69.41580756,,,,7/30/2020 21:21,7/30/2020 21:21
630,LonePine,Pre,LTR,No,Bradfield,,62,90_BA,PIPO,L,,,G,None,>half,cm,4.05511811,10.3,,10,,,,,,7/30/2020 21:21,7/30/2020 21:21
643,LonePine,Pre,LTR,No,Bradfield,,62,90_BA,PIPO,L,,,G,None,>half,cm,4.094488189,10.4,,14.6,4,72.60273973,,,5 individuals,7/30/2020 21:21,7/30/2020 21:21
642,LonePine,Pre,LTR,No,Bradfield,,62,90_BA,PIPO,L,,,G,None,>half,cm,5.236220472,13.3,,15.4,4,74.02597403,,,,7/30/2020 21:21,7/30/2020 21:21
645,LonePine,Pre,LTR,No,Bradfield,,62,90_BA,PIPO,D,D,BB,G,None,>half,cm,6.102362205,15.5,,31.8,,,,,,7/30/2020 21:21,7/30/2020 21:21
627,LonePine,Pre,LTR,No,Bradfield,,62,90_BA,PIPO,L,,,G,None,>half,cm,6.141732283,15.6,,43.9,20.2,53.98633257,,,,7/30/2020 21:21,7/30/2020 21:21
628,LonePine,Pre,LTR,No,Bradfield,,62,90_BA,PIPO,L,,,G,None,>half,cm,6.141732283,15.6,,10.2,6,41.17647059,,,,7/30/2020 21:21,7/30/2020 21:21
639,LonePine,Pre,LTR,No,Bradfield,,62,90_BA,PIPO,D,I,BB,G,None,>half,cm,6.496062992,16.5,,33.8,,,,,,7/30/2020 21:21,7/30/2020 21:21
647,LonePine,Pre,LTR,No,Bradfield,,62,90_BA,PIPO,L,,,G,None,>half,cm,7.283464567,18.5,,34.4,16.6,51.74418605,,,,7/30/2020 21:21,7/30/2020 21:21
632,LonePine,Pre,LTR,No,Bradfield,,62,90_BA,PIPO,L,,,G,None,>half,cm,7.637795276,19.4,,32,13.1,59.0625,,,,7/30/2020 21:21,7/30/2020 21:21
626,LonePine,Pre,LTR,No,Bradfield,,62,90_BA,PIPO,L,,,G,None,>half,cm,8.11023622,20.6,,43.6,9,79.35779817,,,,7/30/2020 21:21,7/30/2020 21:21
633,LonePine,Pre,LTR,No,Bradfield,,62,90_BA,PIPO,L,,,G,None,>half,cm,8.11023622,20.6,,33.4,8,76.04790419,,,,7/30/2020 21:21,7/30/2020 21:21
646,LonePine,Pre,LTR,No,Bradfield,,62,90_BA,PIPO,L,,,G,None,>half,cm,10.39370079,26.4,,45.4,40,11.89427313,,,,7/30/2020 21:21,7/30/2020 21:21
624,LonePine,Pre,LTR,No,Bradfield,,62,90_BA,PIPO,L,,,G,None,>half,cm,10.5511811,26.8,,48.9,26.4,46.01226994,,,,7/30/2020 21:21,7/30/2020 21:21
644,LonePine,Pre,LTR,No,Bradfield,,62,90_BA,PIPO,L,,,G,None,>half,cm,11.14173228,28.3,,49.9,28.7,42.48496994,,,,7/30/2020 21:21,7/30/2020 21:21
625,LonePine,Pre,LTR,No,Bradfield,,62,90_BA,PIPO,L,,,G,None,>half,cm,11.53543307,29.3,,43.9,30.7,30.06833713,,,,7/30/2020 21:21,7/30/2020 21:21
649,LonePine,Pre,LTR,No,Bradfield,,62,90_BA,PIPO,L,,,G,None,>half,cm,12.48031496,31.7,ft,50,29.6,40.8,,,,7/30/2020 21:21,7/30/2020 21:21
629,LonePine,Pre,LTR,No,Bradfield,,62,90_BA,PIPO,L,,,G,None,>half,cm,12.79527559,32.5,,48.3,,,,,,7/30/2020 21:21,7/30/2020 21:21
631,LonePine,Pre,LTR,No,Bradfield,,62,90_BA,PIPO,L,,,G,None,>half,cm,13.77952756,35,,41.7,,,,,,7/30/2020 21:21,7/30/2020 21:21
623,LonePine,Pre,LTR,No,Bradfield,,62,90_BA,PIPO,L,,,G,None,>half,cm,15.35433071,39,ft,47,32,31.91489362,,,,7/30/2020 21:21,7/30/2020 21:21
650,LonePine,Pre,LTR,No,Bradfield,,62,90_BA,PIPO,L,I,,G,None,,cm,23.54330709,59.8,ft,63,33.1,47.46031746,,,,7/30/2020 21:21,7/30/2020 21:21
653,LonePine,Pre,LTR,No,Bradfield,,63,90_BA,PIPO,L,,,G,None,>half,cm,4.881889764,12.4,,19.3,11.1,42.48704663,,,,7/30/2020 21:21,7/30/2020 21:21
655,LonePine,Pre,LTR,No,Bradfield,,63,90_BA,PIPO,L,,,G,None,>half,cm,7.007874016,17.8,,31.3,8.6,72.52396166,,,,7/30/2020 21:21,7/30/2020 21:21
652,LonePine,Pre,LTR,No,Bradfield,,63,90_BA,PIPO,L,,,G,None,>half,cm,12.36220472,31.4,,31.1,10.3,66.88102894,,,,7/30/2020 21:21,7/30/2020 21:21
657,LonePine,Pre,LTR,No,Bradfield,,63,90_BA,PIPO,L,,,G,None,>half,cm,12.75590551,32.4,,45.9,34.2,25.49019608,,,,7/30/2020 21:21,7/30/2020 21:21
651,LonePine,Pre,LTR,No,Bradfield,,63,90_BA,PIPO,L,,,G,None,>half,cm,14.40944882,36.6,,44.7,19,57.49440716,,,,7/30/2020 21:21,7/30/2020 21:21
658,LonePine,Pre,LTR,No,Bradfield,,63,90_BA,PIPO,L,,,G,None,<half,cm,15.23622047,38.7,m,62.7,35,44.17862839,,,,7/30/2020 21:21,7/30/2020 21:21
656,LonePine,Pre,LTR,No,Bradfield,,63,90_BA,PIPO,L,,,G,None,>half,cm,19.01574803,48.3,,70.7,30.4,57.00141443,,,,7/30/2020 21:21,7/30/2020 21:21
654,LonePine,Pre,LTR,No,Bradfield,,63,90_BA,PIPO,L,,,G,None,>half,cm,21.37795276,54.3,,57.3,11.8,79.40663176,,,,7/30/2020 21:21,7/30/2020 21:21
662,LonePine,Pre,LTR,No,Bradfield,,65,90_BA,QUGA,L,,,G,None,>half,cm,4.724409449,12,ft,13.4,4,70.14925373,,,,7/30/2020 21:21,7/30/2020 21:21
665,LonePine,Pre,LTR,No,Bradfield,,65,90_BA,PIPO,L,,,G,None,None,cm,6.929133858,17.6,ft,33.7,10.6,68.54599407,,,,7/30/2020 21:21,7/30/2020 21:21
666,LonePine,Pre,LTR,No,Bradfield,,65,90_BA,PIPO,L,,,G,None,None,cm,13.77952756,35,ft,55.3,40.1,27.48643761,,,,7/30/2020 21:21,7/30/2020 21:21
667,LonePine,Pre,LTR,No,Bradfield,,65,90_BA,PIPO,L,,,G,None,None,cm,15.5511811,39.5,ft,51.8,5.2,89.96138996,,,,7/30/2020 21:21,7/30/2020 21:21
661,LonePine,Pre,LTR,No,Bradfield,,65,90_BA,PIPO,L,,,G,None,<half,cm,17.04724409,43.3,ft,48.7,12.8,73.71663244,,,,7/30/2020 21:21,7/30/2020 21:21
663,LonePine,Pre,LTR,No,Bradfield,,65,90_BA,PIPO,L,,,G,None,None,cm,20.11811024,51.1,ft,69.7,12,82.78335725,,,,7/30/2020 21:21,7/30/2020 21:21
668,LonePine,Pre,LTR,No,Bradfield,,66,90_BA,PIPO,L,,,G,None,>half,cm,5.31496063,13.5,,18.2,12.3,32.41758242,,,,7/30/2020 21:21,7/30/2020 21:21
669,LonePine,Pre,LTR,No,Bradfield,,66,90_BA,PIPO,L,,,G,None,>half,cm,5.354330709,13.6,,17,3,82.35294118,,,,7/30/2020 21:21,7/30/2020 21:21
670,LonePine,Pre,LTR,No,Bradfield,,66,90_BA,PIPO,L,,,G,None,<half,cm,13.97637795,35.5,,44.1,18.9,57.14285714,,,,7/30/2020 21:21,7/30/2020 21:21
672,LonePine,Pre,LTR,No,Bradfield,,66,90_BA,PIPO,L,,,G,None,>half,cm,17.79527559,45.2,ft,46.1,13.3,71.14967462,,,,7/30/2020 21:21,7/30/2020 21:21
671,LonePine,Pre,LTR,No,Bradfield,,66,90_BA,PIPO,L,,,G,None,>half,cm,20.19685039,51.3,,60.8,23.5,61.34868421,,,,7/30/2020 21:21,7/30/2020 21:21
673,LonePine,Pre,LTR,No,Bradfield,,66,90_BA,PIPO,L,,,G,None,>half,cm,27.48031496,69.8,ft,77.7,15.1,80.56628057,,,,7/30/2020 21:21,7/30/2020 21:21
971,LonePine,Pre,Control,Yes,Best,,28,NA,PIPO,L,I,BB,GPT,None,>half,cm,13.74015748,34.9,ft,54.7,9.8,82.08409506,,,,7/30/2020 21:21,7/30/2020 21:21
1304,LonePine,Pre,Control,Yes,lake_canyon,,34,NA,PIPO,L,M,BB,GPT,None,<half,cm,10.5511811,26.8,ft,55.1,25,54.62794918,,,,7/30/2020 21:21,7/30/2020 21:21
1298,LonePine,Pre,Control,Yes,lake_canyon,,34,NA,PIPO,L,D,BB,GPT,None,>half,cm,11.37795276,28.9,ft,53.5,,,,,,7/30/2020 21:21,7/30/2020 21:21
1307,LonePine,Pre,Control,Yes,lake_canyon,,34,NA,PIPO,,M,BB,GPT,None,>half,cm,13.07086614,33.2,ft,47.3,19.5,58.77378436,,,,7/30/2020 21:21,7/30/2020 21:21
733,LonePine,Pre,LTR,No,Bradfield,,56,70_BA,PIPO,L,I,BB,GPT,None,<half,cm,7.834645669,19.9,ft,43.2,32.6,24.53703704,,,,7/30/2020 21:21,7/30/2020 21:21
732,LonePine,Pre,LTR,No,Bradfield,,56,70_BA,PIPO,L,,,GPT,None,<half,cm,8.582677165,21.8,ft,44.5,18.6,58.20224719,,,,7/30/2020 21:21,7/30/2020 21:21
723,LonePine,Pre,LTR,No,Bradfield,,56,70_BA,PIPO,L,I,BB,GPT,None,>half,cm,22.20472441,56.4,ft,64.7,25.6,60.43276662,,,,7/30/2020 21:21,7/30/2020 21:21
618,LonePine,Pre,LTR,No,Bradfield,,60,90_BA,PIPO,L,,,GPT,None,>half,cm,5.157480315,13.1,,24.8,19.8,20.16129032,,,,7/30/2020 21:21,7/30/2020 21:21
