ObjectID,GlobalID,Project,Phase,Treatments,Monitoring,Block,Unit,Plot,RegenPlot,BEST_Treat,Proporation of Regen Plot Sampled,Species,HeightClass,DecayClass,Damage Code,Damage Agent,Total Count,total_seed_count,seed_density,Notes,ParentGlobalID,CreationDate,Creator,EditDate,Editor
991,9b543e63-f468-43fc-8d99-738c481466ee,LonePine,Pre,LTR,No,BEST,,39,15m,90_BA,1,AMAL2,B,L,,,97,97,9700,,293b2Bb-8319-A65-a136-896e6bb1b9c0,7/30/2020 21:22,MSI.swindell,7/30/2020 21:22,MSI.swindell
989,f7a8bb69-b140-4a52-9c9e-2810b3542649,LonePine,Pre,LTR,No,BEST,,39,15m,90_BA,1,QUGA,B,L,,,42,42,4200,,293b2Bb-8319-A65-a136-896e6bb1b9c0,7/30/2020 21:22,MSI.swindell,7/30/2020 21:22,MSI.swindell
990,51f24fc3-614f-4bfc-acc3-4ad97299f2f4,LonePine,Pre,LTR,No,BEST,,39,15m,90_BA,1,QUGA,A,L,,,13,13,1300,,293b2Bb-8319-A65-a136-896e6bb1b9c0,7/30/2020 21:22,MSI.swindell,7/30/2020 21:22,MSI.swindell
1082,4f6d1cb0-632b-4ce5-97e6-da18d0a1d758,LonePine,Pre,LTR,No,BEST,,40,15m,90_BA,1,AMAL2,B,L,,,32,32,3200,,1b583471-fdb4-4c82-92a0-0330c396b36d,8/11/2020 2:28,MSI.swindell,8/11/2020 2:28,MSI.swindell
1083,f70ed4b5-a215-482b-a440-9f0d78bab282,LonePine,Pre,LTR,No,BEST,,40,15m,90_BA,1,QUGA,B,L,,,41,41,4100,,1b583471-fdb4-4c82-92a0-0330c396b36d,8/11/2020 2:28,MSI.swindell,8/11/2020 2:28,MSI.swindell
1084,afb10f47-fc1d-A81-aef5-f84f4ad49176,LonePine,Pre,LTR,No,BEST,,40,15m,90_BA,1,AMAL2,A,L,,,9,9,900,,1b583471-fdb4-4c82-92a0-0330c396b36d,8/11/2020 2:28,MSI.swindell,8/11/2020 2:28,MSI.swindell
1081,7c9eaf9c-ca8c-4aeb-a646-08a678dfaac5,LonePine,Pre,LTR,No,BEST,,40,15m,90_BA,1,PIPO,A,L,,,3,3,300,,1b583471-fdb4-4c82-92a0-0330c396b36d,8/11/2020 2:28,MSI.swindell,8/11/2020 2:28,MSI.swindell
1081,7c9eaf9c-ca8c-4aeb-a646-08a678dfaac5,LonePine,Pre,LTR,No,BEST,,40,15m,90_BA,1,PIPO,A,L,,,3,3,300,,1b583471-fdb4-4c82-92a0-0330c396b36d,8/11/2020 2:28,MSI.swindell,8/11/2020 2:28,MSI.swindell
1087,4b9f665b-3bdc-4123-8c5f-0abb985f24db,LonePine,Pre,LTR,No,BEST,,41,15m,90_BA,1,AMAL2,B,L,,,6,6,600,,34ccd90d-b8a3-4863-ac57-22e022fa90A,8/11/2020 2:28,MSI.swindell,8/11/2020 2:28,MSI.swindell
1085,381fc275-abbd-4384-9e22-2147a1c0a5ed,LonePine,Pre,LTR,No,BEST,,41,15m,90_BA,1,QUGA,B,L,,,12,12,1200,,34ccd90d-b8a3-4863-ac57-22e022fa90A,8/11/2020 2:28,MSI.swindell,8/11/2020 2:28,MSI.swindell
1088,b45c7802-6a7d-45f3-aac1-efac1b90dc6a,LonePine,Pre,LTR,No,BEST,,41,15m,90_BA,1,AMAL2,A,L,,,19,19,1900,,34ccd90d-b8a3-4863-ac57-22e022fa90A,8/11/2020 2:28,MSI.swindell,8/11/2020 2:28,MSI.swindell
1086,eeeaf15a-ec4d-4cbd-b825-39d5717342b9,LonePine,Pre,LTR,No,BEST,,41,15m,90_BA,1,QUGA,A,L,,,5,5,500,,34ccd90d-b8a3-4863-ac57-22e022fa90A,8/11/2020 2:28,MSI.swindell,8/11/2020 2:28,MSI.swindell
1089,09065A5-7577-42db-8747-eecf283b0012,LonePine,Pre,LTR,No,BEST,,42,15m,90_BA,1,AMAL2,B,L,,,39,39,3900,,cc181b1b-5d8d-40eb-a682-3b85502aad7e,8/11/2020 2:28,MSI.swindell,8/11/2020 2:28,MSI.swindell
1090,80d2fc15-57aa-4417-9725-0ac6276bb126,LonePine,Pre,LTR,No,BEST,,42,15m,90_BA,1,QUGA,B,L,,,13,13,1300,,cc181b1b-5d8d-40eb-a682-3b85502aad7e,8/11/2020 2:28,MSI.swindell,8/11/2020 2:28,MSI.swindell
1091,59e3b1fb-0c74-4cd0-a6aa-107eb1297bfe,LonePine,Pre,LTR,No,BEST,,42,15m,90_BA,1,AMAL2,A,L,,,5,5,500,,cc181b1b-5d8d-40eb-a682-3b85502aad7e,8/11/2020 2:28,MSI.swindell,8/11/2020 2:28,MSI.swindell
1095,a30e5672-6034-4de1-9cbb-37c8cf3512a3,LonePine,Pre,LTR,No,BEST,,43,15m,90_BA,1,AMAL2,B,L,,,15,15,1500,,daba7ad4-3f6d-Acc-8dd2-708a223f3794,8/11/2020 2:28,MSI.swindell,8/11/2020 2:28,MSI.swindell
1093,78c0d4b2-e0d7-4755-865d-8bba199cc3dd,LonePine,Pre,LTR,No,BEST,,43,15m,90_BA,1,PIPO,B,L,,,1,1,100,,daba7ad4-3f6d-Acc-8dd2-708a223f3794,8/11/2020 2:28,MSI.swindell,8/11/2020 2:28,MSI.swindell
1094,cdb1f23d-62b5-48ac-a58d-c6d13c761ec7,LonePine,Pre,LTR,No,BEST,,43,15m,90_BA,1,QUGA,B,L,,,5,5,500,,daba7ad4-3f6d-Acc-8dd2-708a223f3794,8/11/2020 2:28,MSI.swindell,8/11/2020 2:28,MSI.swindell
1092,f2606daa-7a7a-45a3-94ae-43e85e3ae95c,LonePine,Pre,LTR,No,BEST,,43,0m,90_BA,1,PIPO,A,L,,,1,1,100,,dacad402-d9c5-42bf-ae73-a9792fd95b15,8/11/2020 2:28,MSI.swindell,8/11/2020 2:28,MSI.swindell
1092,f2606daa-7a7a-45a3-94ae-43e85e3ae95c,LonePine,Pre,LTR,No,BEST,,43,0m,90_BA,1,PIPO,A,L,,,1,1,100,,dacad402-d9c5-42bf-ae73-a9792fd95b15,8/11/2020 2:28,MSI.swindell,8/11/2020 2:28,MSI.swindell
1097,77792922-6a40-4562-ae99-2f7ab142b9d3,LonePine,Pre,LTR,No,BEST,,44,15m,90_BA,1,QUGA,B,L,,,12,12,1200,,7f028d46-828a-4716-9ae0-64a35fb0d95e,8/11/2020 2:28,MSI.swindell,8/11/2020 2:28,MSI.swindell
1098,B3b1866-23aa-4cd4-828a-7c1cc40660e0,LonePine,Pre,LTR,No,BEST,,44,15m,90_BA,1,QUGA,A,L,,,6,6,600,,7f028d46-828a-4716-9ae0-64a35fb0d95e,8/11/2020 2:28,MSI.swindell,8/11/2020 2:28,MSI.swindell
1101,0eAdd27-95de-4a29-94ce-bef5cb91e06e,LonePine,Pre,LTR,No,BEST,,45,15m,90_BA,1,AMAL2,B,L,,,57,57,5700,,38769930-dc5c-4297-8552-b45722d69a97,8/11/2020 2:28,MSI.swindell,8/11/2020 2:28,MSI.swindell
1102,992098e7-7431-A6b-9110-17a16d78691b,LonePine,Pre,LTR,No,BEST,,45,15m,90_BA,1,QUGA,B,D,,,1,1,100,,38769930-dc5c-4297-8552-b45722d69a97,8/11/2020 2:28,MSI.swindell,8/11/2020 2:28,MSI.swindell
1099,0A1cd2d-fd3f-43bf-b383-8efd2ff8a664,LonePine,Pre,LTR,No,BEST,,45,15m,90_BA,1,QUGA,B,L,,,84,84,8400,,38769930-dc5c-4297-8552-b45722d69a97,8/11/2020 2:28,MSI.swindell,8/11/2020 2:28,MSI.swindell
1103,65A1510-7164-49e2-9de5-661b31495bdb,LonePine,Pre,LTR,No,BEST,,45,15m,90_BA,1,AMAL2,A,L,,,3,3,300,,38769930-dc5c-4297-8552-b45722d69a97,8/11/2020 2:28,MSI.swindell,8/11/2020 2:28,MSI.swindell
1100,2963939b-b883-4b71-92c2-db0a6e88a74b,LonePine,Pre,LTR,No,BEST,,45,15m,90_BA,1,QUGA,A,L,,,10,10,1000,,38769930-dc5c-4297-8552-b45722d69a97,8/11/2020 2:28,MSI.swindell,8/11/2020 2:28,MSI.swindell
1096,1c3ef1c6-a84a-4598-bad9-8e18c2ba7d5e,LonePine,Pre,LTR,No,BEST,,46,15m,70_BA,1,QUGA,B,L,,,4,4,400,,ca4df300-28ce-4d13-b22b-114da3fd948b,8/11/2020 2:28,MSI.swindell,8/11/2020 2:28,MSI.swindell
1107,3e17e155-49b0-4d09-8ef8-35e87f6c22B,LonePine,Pre,LTR,No,BEST,,47,15m,70_BA,1,AMAL2,B,D,,,18,18,1800,,ba0cdaec-2cB-4c0e-bac7-15d1765ca783,8/11/2020 2:29,MSI.swindell,8/11/2020 2:29,MSI.swindell
1106,8235be76-3365-4db5-9ce6-69089e3409fb,LonePine,Pre,LTR,No,BEST,,47,15m,70_BA,1,AMAL2,B,L,,,11,11,1100,,ba0cdaec-2cB-4c0e-bac7-15d1765ca783,8/11/2020 2:29,MSI.swindell,8/11/2020 2:29,MSI.swindell
1104,dd44c9e2-5901-4dc8-a5d8-2a933d38dc79,LonePine,Pre,LTR,No,BEST,,47,0m,70_BA,1,PIPO,B,L,,,1,1,100,,b7581231-98aa-492f-9397-04d952d5d233,8/11/2020 2:29,MSI.swindell,8/11/2020 2:29,MSI.swindell
1105,096baf8e-36c5-4103-b705-19832c449a58,LonePine,Pre,LTR,No,BEST,,47,0m,70_BA,1,PIPO,B,M,OTR,OTR,3,3,300,"All clumped together with one live one, looks like they are being outcompeted",b7581231-98aa-492f-9397-04d952d5d233,8/11/2020 2:29,MSI.swindell,8/11/2020 2:29,MSI.swindell
1108,54c29ba3-035f-405e-9c55-e6d07156194b,LonePine,Pre,LTR,No,BEST,,47,15m,70_BA,1,QUGA,B,L,,,64,64,6400,,ba0cdaec-2cB-4c0e-bac7-15d1765ca783,8/11/2020 2:29,MSI.swindell,8/11/2020 2:29,MSI.swindell
1111,2c65c835-ba51-46c0-9b0d-c349697d30dc,LonePine,Pre,LTR,No,BEST,,48,15m,70_BA,1,AMAL2,B,L,,,43,43,4300,,e07a38fc-e754-4399-a13c-8be7497d3ba4,8/11/2020 2:29,MSI.swindell,8/11/2020 2:29,MSI.swindell
1109,872609db-3878-4dc5-86ca-929b7b9c42b2,LonePine,Pre,LTR,No,BEST,,48,15m,70_BA,1,QUGA,B,L,,,39,39,3900,,e07a38fc-e754-4399-a13c-8be7497d3ba4,8/11/2020 2:29,MSI.swindell,8/11/2020 2:29,MSI.swindell
1112,265b32a0-55cc-4ff5-9371-28d9663d1dc0,LonePine,Pre,LTR,No,BEST,,48,15m,70_BA,1,AMAL2,A,L,,,1,1,100,,e07a38fc-e754-4399-a13c-8be7497d3ba4,8/11/2020 2:29,MSI.swindell,8/11/2020 2:29,MSI.swindell
1110,7cfb2451-ea31-4b5b-9e11-740bb8258aec,LonePine,Pre,LTR,No,BEST,,48,15m,70_BA,1,QUGA,A,L,,,14,14,1400,,e07a38fc-e754-4399-a13c-8be7497d3ba4,8/11/2020 2:29,MSI.swindell,8/11/2020 2:29,MSI.swindell
1118,497710f8-5c3e-42f8-96f0-1e4970562f9a,LonePine,Pre,LTR,No,BEST,,49,15m,70_BA,1,AMAL2,B,L,,,17,17,1700,,227dc96d-4330-44B-b5a5-c63f0a92f0a3,8/11/2020 2:29,MSI.swindell,8/11/2020 2:29,MSI.swindell
1120,6bc16900-f43e-4da3-b773-a206c04c0b03,LonePine,Pre,LTR,No,BEST,,49,15m,70_BA,1,PRVI,B,L,,,19,19,1900,,227dc96d-4330-44B-b5a5-c63f0a92f0a3,8/11/2020 2:29,MSI.swindell,8/11/2020 2:29,MSI.swindell
1116,257dA50-50aa-4366-8d0f-15b7687312f3,LonePine,Pre,LTR,No,BEST,,49,15m,70_BA,1,QUGA,B,D,,,2,2,200,,227dc96d-4330-44B-b5a5-c63f0a92f0a3,8/11/2020 2:29,MSI.swindell,8/11/2020 2:29,MSI.swindell
1114,ff6a17ea-e9b3-Ace-8142-e76c2fbB559,LonePine,Pre,LTR,No,BEST,,49,15m,70_BA,1,QUGA,B,L,,,47,47,4700,,227dc96d-4330-44B-b5a5-c63f0a92f0a3,8/11/2020 2:29,MSI.swindell,8/11/2020 2:29,MSI.swindell
1119,87ca27bd-6751-Af7-8f5b-0cf97fa47f7c,LonePine,Pre,LTR,No,BEST,,49,15m,70_BA,1,AMAL2,A,L,,,18,18,1800,,227dc96d-4330-44B-b5a5-c63f0a92f0a3,8/11/2020 2:29,MSI.swindell,8/11/2020 2:29,MSI.swindell
1115,Bdbcedf-7b48-4559-9647-eaf8d34769de,LonePine,Pre,LTR,No,BEST,,49,15m,70_BA,1,QUGA,A,L,,,9,9,900,,227dc96d-4330-44B-b5a5-c63f0a92f0a3,8/11/2020 2:29,MSI.swindell,8/11/2020 2:29,MSI.swindell
1113,e6ee49a4-b685-4a52-a83c-1957b85c97ef,LonePine,Pre,LTR,No,BEST,,49,30m,70_BA,1,PIPO,A,L,,,1,1,100,,f5ddb395-344b-4866-98b8-8751b9ad771b,8/11/2020 2:29,MSI.swindell,8/11/2020 2:29,MSI.swindell
1113,e6ee49a4-b685-4a52-a83c-1957b85c97ef,LonePine,Pre,LTR,No,BEST,,49,30m,70_BA,1,PIPO,A,L,,,1,1,100,,f5ddb395-344b-4866-98b8-8751b9ad771b,8/11/2020 2:29,MSI.swindell,8/11/2020 2:29,MSI.swindell
1123,a3A3c39-28B-479a-8a62-ee9c85c10dB,LonePine,Pre,LTR,No,BEST,,50,15m,70_BA,1,AMAL2,B,L,,,10,10,1000,,ed909e46-a5a1-47f6-bA2-045dd71ff09d,8/11/2020 2:29,MSI.swindell,8/11/2020 2:29,MSI.swindell
1129,060c58fc-16f8-4158-bd91-93a89c2e9902,LonePine,Pre,LTR,No,BEST,,51,15m,70_BA,1,AMAL2,B,L,,,18,18,1800,,40aeffdd-3c17-49bc-a71f-518b7373e301,8/11/2020 2:29,MSI.swindell,8/11/2020 2:29,MSI.swindell
1127,b479590a-e150-489e-86a8-ffa4929f344b,LonePine,Pre,LTR,No,BEST,,51,15m,70_BA,1,QUGA,B,D,,,1,1,100,,40aeffdd-3c17-49bc-a71f-518b7373e301,8/11/2020 2:29,MSI.swindell,8/11/2020 2:29,MSI.swindell
1126,6bbcadfd-be40-46b4-b278-084c6f97bd39,LonePine,Pre,LTR,No,BEST,,51,15m,70_BA,1,QUGA,B,L,,,3,3,300,,40aeffdd-3c17-49bc-a71f-518b7373e301,8/11/2020 2:29,MSI.swindell,8/11/2020 2:29,MSI.swindell
1128,1f1be67f-3284-4ad6-8f89-a6715a5dc69f,LonePine,Pre,LTR,No,BEST,,51,15m,70_BA,1,QUGA,A,L,,,1,1,100,,40aeffdd-3c17-49bc-a71f-518b7373e301,8/11/2020 2:29,MSI.swindell,8/11/2020 2:29,MSI.swindell
1131,327df605-3a4f-4c41-980a-8e648da05e1e,LonePine,Pre,LTR,No,BEST,,52,15m,70_BA,1,AMAL2,B,L,,,1,1,100,,277e7f20-7683-43b3-aeec-3446ed359734,8/11/2020 2:29,MSI.swindell,8/11/2020 2:29,MSI.swindell
1133,886fd570-c2bb-45cd-ba82-f3158e417cf1,LonePine,Pre,LTR,No,BEST,,52,15m,70_BA,1,JUSC2,B,L,,,6,6,600,"Unknown woody baby shrub, seems junipery",277e7f20-7683-43b3-aeec-3446ed359734,8/11/2020 2:29,MSI.swindell,8/11/2020 2:29,MSI.swindell
1134,ff806359-103c-43f7-acbf-2a09f1339b98,LonePine,Pre,LTR,No,BEST,,52,30m,70_BA,1,PIPO,B,L,,,1,1,100,,6c42ac0b-4768-4bea-8f65-e4fca6a352f4,8/11/2020 2:29,MSI.swindell,8/11/2020 2:29,MSI.swindell
1130,c8d1812b-be5f-421d-97a5-c3606172ba15,LonePine,Pre,LTR,No,BEST,,52,15m,70_BA,1,QUGA,A,L,,,12,12,1200,,277e7f20-7683-43b3-aeec-3446ed359734,8/11/2020 2:29,MSI.swindell,8/11/2020 2:29,MSI.swindell
1132,b940376c-4374-A65-be6d-01978de2408f,LonePine,Pre,LTR,No,BEST,,52,15m,70_BA,1,PIPO,A,L,,,3,3,300,,277e7f20-7683-43b3-aeec-3446ed359734,8/11/2020 2:29,MSI.swindell,8/11/2020 2:29,MSI.swindell
1132,b940376c-4374-A65-be6d-01978de2408f,LonePine,Pre,LTR,No,BEST,,52,15m,70_BA,1,PIPO,A,L,,,3,3,300,,277e7f20-7683-43b3-aeec-3446ed359734,8/11/2020 2:29,MSI.swindell,8/11/2020 2:29,MSI.swindell
825,4fd72c14-42ed-43f1-a997-cBb7fd7b9db,LonePine,Pre,LTR,No,BEST,,54,15m,70_BA,1,AMAL2,B,L,,,36,36,3600,,918f0684-c136-47a6-89a9-9cadc5a9e343,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell
824,0d99B91-159c-44fb-b543-928df4b1d834,LonePine,Pre,LTR,No,BEST,,54,15m,70_BA,1,QUGA,B,L,,,42,42,4200,,918f0684-c136-47a6-89a9-9cadc5a9e343,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell
823,31312843-5a05-47ce-8e4b-eeb638de9d85,LonePine,Pre,LTR,No,BEST,,54,15m,70_BA,1,PIPO,A,L,,,1,1,100,,918f0684-c136-47a6-89a9-9cadc5a9e343,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell
823,31312843-5a05-47ce-8e4b-eeb638de9d85,LonePine,Pre,LTR,No,BEST,,54,15m,70_BA,1,PIPO,A,L,,,1,1,100,,918f0684-c136-47a6-89a9-9cadc5a9e343,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell
649,4b47b1c0-0bac-4a72-a998-18ad26002b54,LonePine,Pre,LTR,No,BEST,,61,15m,90_BA,1,AMAL2,B,L,,,31,31,3100,,3237c79e-454c-42d7-885c-6f16975aa4ab,7/23/2020 14:47,MSI.swindell,7/23/2020 14:47,MSI.swindell
650,7e604279-ff18-4c3a-b750-9286ee4a89B,LonePine,Pre,LTR,No,BEST,,61,15m,90_BA,1,QUGA,B,L,,,7,7,700,,3237c79e-454c-42d7-885c-6f16975aa4ab,7/23/2020 14:47,MSI.swindell,7/23/2020 14:47,MSI.swindell
873,b65f9d56-ce3e-48ef-ad3f-bcf50a670b6f,LonePine,Pre,Control,Yes,BEST,,25,15m,NA,1,AMAL2,B,L,,,6,6,600,,84b56c8f-7776-473b-8170-95ab8230a827,7/23/2020 14:49,MSI.swindell,7/23/2020 14:49,MSI.swindell
871,c7c30f3d-208f-4bc1-8406-83ddd87e3940,LonePine,Pre,Control,Yes,BEST,,25,15m,NA,1,QUGA,B,L,,,13,13,1300,,84b56c8f-7776-473b-8170-95ab8230a827,7/23/2020 14:49,MSI.swindell,7/23/2020 14:49,MSI.swindell
872,fe9f56e2-6f3b-47c5-bebd-75e2c29f2ea3,LonePine,Pre,Control,Yes,BEST,,25,15m,NA,1,QUGA,A,L,,,4,4,400,,84b56c8f-7776-473b-8170-95ab8230a827,7/23/2020 14:49,MSI.swindell,7/23/2020 14:49,MSI.swindell
868,bf819f0d-0664-49ea-b011-1c2690cf480b,LonePine,Pre,Control,Yes,BEST,,26,15m,NA,1,AMAL2,B,L,,,26,26,2600,,2d36a403-84be-446b-a419-f6278247495d,7/23/2020 14:49,MSI.swindell,7/23/2020 14:49,MSI.swindell
869,dd975cff-1d39-4443-9cef-3f2e4b48dada,LonePine,Pre,Control,Yes,BEST,,26,0m,NA,1,PIPO,B,D,,,1,1,100,,6df549d4-02da-4d27-8a07-6eded3ab1b89,7/23/2020 14:49,MSI.swindell,7/23/2020 14:49,MSI.swindell
865,8a762da9-a494-A3d-b6ad-1d1b537cfc68,LonePine,Pre,Control,Yes,BEST,,26,30m,NA,1,PIPO,B,L,,,1,1,100,,d8859354-3e1b-422f-a4d8-9d012d925455,7/23/2020 14:49,MSI.swindell,7/23/2020 14:49,MSI.swindell
867,0e51bab6-1373-4c0d-9a49-544882ba2c00,LonePine,Pre,Control,Yes,BEST,,26,15m,NA,1,QUGA,B,L,,,52,52,5200,,2d36a403-84be-446b-a419-f6278247495d,7/23/2020 14:49,MSI.swindell,7/23/2020 14:49,MSI.swindell
866,09c57060-f37f-40f5-bfae-3cfca1602803,LonePine,Pre,Control,Yes,BEST,,26,15m,NA,1,PIPO,A,L,,,1,1,100,,2d36a403-84be-446b-a419-f6278247495d,7/23/2020 14:49,MSI.swindell,7/23/2020 14:49,MSI.swindell
866,09c57060-f37f-40f5-bfae-3cfca1602803,LonePine,Pre,Control,Yes,BEST,,26,15m,NA,1,PIPO,A,L,,,1,1,100,,2d36a403-84be-446b-a419-f6278247495d,7/23/2020 14:49,MSI.swindell,7/23/2020 14:49,MSI.swindell
859,fb92427f-e21f-49ca-aab2-8ce3552c1bea,LonePine,Pre,Control,Yes,BEST,,27,15m,NA,1,AMAL2,B,L,,,38,38,3800,,77df4638-ce8e-46e6-8b04-acbd91f05ca5,7/23/2020 14:49,MSI.swindell,7/23/2020 14:49,MSI.swindell
861,232a480c-5947-A3b-b3d0-17466ce620b3,LonePine,Pre,Control,Yes,BEST,,27,15m,NA,1,QUGA,B,L,,,11,11,1100,,77df4638-ce8e-46e6-8b04-acbd91f05ca5,7/23/2020 14:49,MSI.swindell,7/23/2020 14:49,MSI.swindell
860,08db8f55-3adc-45a4-90ee-6ffB65ea666,LonePine,Pre,Control,Yes,BEST,,27,15m,NA,1,AMAL2,A,L,,,7,7,700,,77df4638-ce8e-46e6-8b04-acbd91f05ca5,7/23/2020 14:49,MSI.swindell,7/23/2020 14:49,MSI.swindell
858,6b193c4d-1f5f-49ce-a1d8-057b8366ffb7,LonePine,Pre,Control,Yes,BEST,,27,15m,NA,1,QUGA,A,L,,,9,9,900,,77df4638-ce8e-46e6-8b04-acbd91f05ca5,7/23/2020 14:49,MSI.swindell,7/23/2020 14:49,MSI.swindell
862,6f8a1e52-add4-4f68-9223-68ae66138b8f,LonePine,Pre,Control,Yes,BEST,,27,15m,NA,1,PIPO,A,D,UNK,UNK,1,1,100,,77df4638-ce8e-46e6-8b04-acbd91f05ca5,7/23/2020 14:49,MSI.swindell,7/23/2020 14:49,MSI.swindell
862,6f8a1e52-add4-4f68-9223-68ae66138b8f,LonePine,Pre,Control,Yes,BEST,,27,15m,NA,1,PIPO,A,D,UNK,UNK,1,1,100,,77df4638-ce8e-46e6-8b04-acbd91f05ca5,7/23/2020 14:49,MSI.swindell,7/23/2020 14:49,MSI.swindell
842,b266892a-d162-44a7-a4ad-34a16034a8d9,LonePine,Pre,Control,Yes,BEST,,28,15m,NA,1,AMAL2,B,L,,,9,9,900,,30Ac478-e708-47a6-8f0b-a1e6739df734,7/23/2020 14:49,MSI.swindell,7/23/2020 14:49,MSI.swindell
841,f4a5a535-078b-4f13-8716-c515caa97cda,LonePine,Pre,Control,Yes,BEST,,28,15m,NA,1,QUGA,B,L,,,62,62,6200,,30Ac478-e708-47a6-8f0b-a1e6739df734,7/23/2020 14:49,MSI.swindell,7/23/2020 14:49,MSI.swindell
843,e373b9b6-1349-4926-9fcd-d97563855c5b,LonePine,Pre,Control,Yes,BEST,,28,15m,NA,1,AMAL2,A,L,,,3,3,300,,30Ac478-e708-47a6-8f0b-a1e6739df734,7/23/2020 14:49,MSI.swindell,7/23/2020 14:49,MSI.swindell
845,65d06911-13d3-47e0-950b-572cdb5254b8,LonePine,Pre,Control,Yes,BEST,,28,0m,NA,1,PIPO,A,L,,,1,1,100,,a9b0886f-2fdb-45fe-a4ba-b2c826b113c0,7/23/2020 14:49,MSI.swindell,7/23/2020 14:49,MSI.swindell
840,e92debc3-0745-481b-be3c-b3788a7244cb,LonePine,Pre,Control,Yes,BEST,,28,15m,NA,1,PIPO,A,L,OTR,UNK,1,1,100,Elk peeled bark ,30Ac478-e708-47a6-8f0b-a1e6739df734,7/23/2020 14:49,MSI.swindell,7/23/2020 14:49,MSI.swindell
845,65d06911-13d3-47e0-950b-572cdb5254b8,LonePine,Pre,Control,Yes,BEST,,28,0m,NA,1,PIPO,A,L,,,1,1,100,,a9b0886f-2fdb-45fe-a4ba-b2c826b113c0,7/23/2020 14:49,MSI.swindell,7/23/2020 14:49,MSI.swindell
840,e92debc3-0745-481b-be3c-b3788a7244cb,LonePine,Pre,Control,Yes,BEST,,28,15m,NA,1,PIPO,A,L,OTR,UNK,1,1,100,Elk peeled bark ,30Ac478-e708-47a6-8f0b-a1e6739df734,7/23/2020 14:49,MSI.swindell,7/23/2020 14:49,MSI.swindell
828,367c2057-06b7-4a38-9e2e-cf97981dd351,LonePine,Pre,Control,Yes,BEST,,29,15m,NA,1,AMAL2,B,L,,,48,48,4800,,c0f63aff-2c62-4be0-ad6d-bf2e8c038e88,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell
829,e3faa036-6376-4d08-a3c6-aec6B6e4cf0,LonePine,Pre,Control,Yes,BEST,,29,15m,NA,1,PRVI,B,L,,,4,4,400,,c0f63aff-2c62-4be0-ad6d-bf2e8c038e88,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell
830,308891bc-fc73-47be-ba32-15ebe63A53d,LonePine,Pre,Control,Yes,BEST,,29,15m,NA,1,QUGA,B,L,,,46,46,4600,,c0f63aff-2c62-4be0-ad6d-bf2e8c038e88,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell
827,9801bd04-bd93-4793-a44c-7d2f36f189cb,LonePine,Pre,Control,Yes,BEST,,29,15m,NA,1,AMAL2,A,L,,,4,4,400,,c0f63aff-2c62-4be0-ad6d-bf2e8c038e88,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell
831,d3326a7c-f30d-4946-be3f-d6f7e1692d43,LonePine,Pre,Control,Yes,BEST,,29,15m,NA,1,QUGA,A,L,,,2,2,200,,c0f63aff-2c62-4be0-ad6d-bf2e8c038e88,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell
836,0fce673d-9e30-4042-8b47-63ffeb205fa3,LonePine,Pre,Control,Yes,BEST,,30,,NA,1,JUSC2,B,L,,,1,1,100,,720ac9f0-99f2-435c-a4db-e596f45f2892,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell
834,8887d49b-550e-4417-bad8-e81dacf34966,LonePine,Pre,Control,Yes,BEST,,30,30m,NA,1,PIPO,B,L,,,1,1,100,,15107b26-bd35-4587-b069-be258ce05fa5,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell
835,60a650d5-216a-4c46-b851-073a80b2b7b6,LonePine,Pre,Control,Yes,BEST,,30,,NA,1,PIPO,B,L,,,2,2,200,,720ac9f0-99f2-435c-a4db-e596f45f2892,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell
837,55dfa726-325e-42f5-8e7b-161b671d5c0a,LonePine,Pre,Control,Yes,BEST,,30,,NA,1,QUGA,B,L,,,21,21,2100,,720ac9f0-99f2-435c-a4db-e596f45f2892,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell
838,ce39016c-fdb1-4ba3-b7f9-825247057d7c,LonePine,Pre,Control,Yes,BEST,,30,,NA,1,AMAL2,A,L,,,6,6,600,,720ac9f0-99f2-435c-a4db-e596f45f2892,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell
852,65f378f3-ddc6-41b6-96a9-0e692e413a4b,LonePine,Pre,Control,Yes,BEST,,31,15m,NA,1,AMAL2,B,L,,,26,26,2600,,82c96976-b8cf-4bd6-a53e-4bcbf104b91e,7/23/2020 14:49,MSI.swindell,7/23/2020 14:49,MSI.swindell
