ObjectID,GlobalID,Project,Phase,Treatments,Monitoring,Block,Unit,Plot,BEST_Treat,Tree Number,Species,Decay Class,Tree Damage Code,Damage Agent,Beetle,Cone Production,Shrubs under trees,Diameter Units,DBH,DBH_in,BA,Height Units,Height,Crown Base Height,CR,Max Crown Scorch Ht,Max Stem Char Ht,Notes,ParentGlobalID,CreationDate,Creator,EditDate,Editor
436,efc3d9b9-266e-4172-8761-8f6fcfc345a7,LonePine,Pre,STS,Yes,wolf_den,,2,NA,4,POTR5,L,R,UNK,G,,,cm,19,7.480314961,0.30517918,ft,43,,,,,,ca1509fc-a4b9-4537-a987-61f5c7db48dd,7/17/2020 3:54,MSI.forest,7/17/2020 3:54,MSI.forest
437,c8542808-e8b7-4c03-87a2-c0708428d95b,LonePine,Pre,STS,Yes,wolf_den,,2,NA,5,POTR5,L,,,G,,,cm,13.6,5.354330709,0.156359948,ft,32,,,,,,ca1509fc-a4b9-4537-a987-61f5c7db48dd,7/17/2020 3:54,MSI.forest,7/17/2020 3:54,MSI.forest
438,e7a10b70-5100-402d-a5ae-f3b147bc1a72,LonePine,Pre,STS,Yes,wolf_den,,2,NA,6,POTR5,L,,,G,,,cm,14.8,5.826771654,0.185170215,ft,34,,,,,,ca1509fc-a4b9-4537-a987-61f5c7db48dd,7/17/2020 3:54,MSI.forest,7/17/2020 3:54,MSI.forest
440,d1eaf2f9-6563-4b3a-80df-3865cd9714ac,LonePine,Pre,STS,Yes,wolf_den,,2,NA,8,POTR5,L,,,G,,,cm,18.4,7.244094488,0.28620904,ft,43,,,,,,ca1509fc-a4b9-4537-a987-61f5c7db48dd,7/17/2020 3:54,MSI.forest,7/17/2020 3:54,MSI.forest
441,d6fa5a22-76c8-42ec-84eb-7687971822ac,LonePine,Pre,STS,Yes,wolf_den,,2,NA,9,POTR5,L,,,G,,,cm,14.6,5.748031496,0.18019943,ft,39,,,,,,ca1509fc-a4b9-4537-a987-61f5c7db48dd,7/17/2020 3:54,MSI.forest,7/17/2020 3:54,MSI.forest
442,f8ec1833-2981-4e2e-b2e4-953702dbbeee,LonePine,Pre,STS,Yes,wolf_den,,2,NA,10,POTR5,L,,,G,,,cm,17.8,7.007874016,0.267847566,ft,38,,,,,,ca1509fc-a4b9-4537-a987-61f5c7db48dd,7/17/2020 3:54,MSI.forest,7/17/2020 3:54,MSI.forest
443,ed9b1f80-932b-49ab-9056-12a6ad5e4cb5,LonePine,Pre,STS,Yes,wolf_den,,2,NA,11,POTR5,L,,,G,,,cm,11.7,4.606299213,0.115722931,ft,34,,,,,,ca1509fc-a4b9-4537-a987-61f5c7db48dd,7/17/2020 3:54,MSI.forest,7/17/2020 3:54,MSI.forest
444,00ca8ad3-7531-4cc8-8bbc-daa0789535d7,LonePine,Pre,STS,Yes,wolf_den,,2,NA,12,POTR5,L,,,G,,,cm,14.8,5.826771654,0.185170215,ft,36,,,,,,ca1509fc-a4b9-4537-a987-61f5c7db48dd,7/17/2020 3:54,MSI.forest,7/17/2020 3:54,MSI.forest
445,a39e672a-19bb-4c69-bb81-f37029d8162e,LonePine,Pre,STS,Yes,wolf_den,,2,NA,13,POTR5,L,,,G,,,cm,12.8,5.039370079,0.138505698,ft,34,,,,,,ca1509fc-a4b9-4537-a987-61f5c7db48dd,7/17/2020 3:54,MSI.forest,7/17/2020 3:54,MSI.forest
446,93384ce0-e4a3-49be-93b5-be38bdc07c25,LonePine,Pre,STS,Yes,wolf_den,,2,NA,14,POTR5,L,,,G,,,cm,14.6,5.748031496,0.18019943,ft,38,,,,,,ca1509fc-a4b9-4537-a987-61f5c7db48dd,7/17/2020 3:54,MSI.forest,7/17/2020 3:54,MSI.forest
447,86845352-eb12-493b-a4ee-07b33e01e3c7,LonePine,Pre,STS,Yes,wolf_den,,2,NA,15,POTR5,L,,,G,,,cm,14.9,5.866141732,0.187680969,ft,35,,,,,,ca1509fc-a4b9-4537-a987-61f5c7db48dd,7/17/2020 3:54,MSI.forest,7/17/2020 3:54,MSI.forest
1384,a919986e-740a-4388-a3ff-04be9f8540cf,LonePine,Pre,LTR,No,lake_canyon,,42,90_BA,,PIPO,L,,,G,None,<half,cm,52.8,20.78740157,2.356761014,ft,72.1,30,58.39112344,,,,9fec61fd-c76e-4b8d-af31-0b496b1c4aca,7/30/2020 21:21,MSI.swindell,7/30/2020 21:21,MSI.swindell
450,6e00c65c-8b47-41d1-8882-460efc0a230b,LonePine,Pre,STS,Yes,wolf_den,,2,NA,18,POTR5,L,,,G,,,cm,16.2,6.377952756,0.221859347,ft,43,,,,,,ca1509fc-a4b9-4537-a987-61f5c7db48dd,7/17/2020 3:54,MSI.forest,7/17/2020 3:54,MSI.forest
678,d59bcc46-0c2a-43b3-87da-231141c011da,LonePine,Pre,LTR,No,Bradfield,,64,90_BA,,PIPO,L,,,G,,,cm,52.6,20.70866142,2.338940579,,51.7,13.3,74.27466151,,,,851ce1ba-d18b-4bd2-8a68-c5b40af7f0ad,7/23/2020 14:49,MSI.swindell,7/23/2020 14:49,MSI.swindell
3233,837be48f-40f8-41e6-a498-b9d276e3224d,LonePine,Pre,Control,Yes,Ormiston,,311,NA,,PIPO,L,,,G,,,cm,52.6,20.70866142,2.338940579,,62.7,20.1,67.94258373,,,,d4ea795a-e464-48c4-971d-54b6b855b636,9/17/2020 20:09,MSI.swindell,9/17/2020 20:09,MSI.swindell
2759,2398312d-0861-4594-b7d0-8863d97ad31c,LonePine,Pre,Control,Yes,Haycamp,,274,NA,,PIPO,L,,,G,,,cm,52.3,20.59055118,2.312336732,,60.1,16.6,72.37936772,,,,3143318f-0047-404c-875f-2db783acd6cf,9/7/2020 15:58,MSI.swindell,9/7/2020 15:58,MSI.swindell
2442,4c911650-16ca-43df-b7bb-4df4dfcd02e9,LonePine,Pre,LTR,No,glade_canyon,,198,NA,,PIPO,L,,,G,None,<half,cm,52.3,20.59055118,2.312336732,ft,66.5,25,62.40601504,,,,2da3dba4-43e5-4577-852f-00ad8efdebb6,8/27/2020 18:37,MSI.swindell,8/27/2020 18:37,MSI.swindell
2330,45821e98-482d-4e83-83a4-a4ae3b1ed701,LonePine,Pre,Control,Yes,lake_canyon,,214,NA,,PIPO,L,,,G,None,>half,cm,52,20.47244094,2.285885052,ft,56.1,31.5,43.85026738,,,,ce316863-ef71-4591-b306-f656e9e6780c,8/27/2020 18:36,MSI.swindell,8/27/2020 18:36,MSI.swindell
1470,40dc539f-ea83-4bf5-b9e4-9caa81ac0228,LonePine,Pre,LTR,No,lake_canyon,,50,70_BA,,PIPO,L,,,G,None,>half,cm,51.6,20.31496063,2.250852849,ft,68.1,18,73.56828194,,,,83bb8f71-ffe8-4967-82f2-2f4e7537a695,7/30/2020 21:21,MSI.swindell,7/30/2020 21:21,MSI.swindell
2605,d9ecf8a0-cafc-4af2-98aa-febe0adb3469,LonePine,Pre,Control,Yes,Lake_canyon,Br12,289,NA,,PIPO,L,,,G,,,cm,51.5,20.27559055,2.242137067,,57.7,39.7,31.19584055,,,,fd2059fe-7479-48dd-9470-57b53a3b9ff2,9/7/2020 15:57,MSI.swindell,9/7/2020 15:57,MSI.swindell
1395,4ff107c7-b270-452b-8c52-dc8343bc929d,LonePine,Pre,LTR,No,lake_canyon,,43,90_BA,,PIPO,L,,,G,None,>half,cm,51.3,20.19685039,2.224756225,ft,72.7,16.6,77.16643741,,,,1ad1a7b1-9a21-4c17-8a15-da7319d04e9d,7/30/2020 21:21,MSI.swindell,7/30/2020 21:21,MSI.swindell
2769,29d3abee-f9fa-4a7b-86ef-e6b9247a1601,LonePine,Pre,Control,Yes,Haycamp,,277,NA,,PIPO,L,,,G,,,cm,51.1,20.11811024,2.207443013,,49.8,28,43.7751004,,12,,a8adf998-e105-46b1-acc8-6a6fd515d839,9/7/2020 15:58,MSI.swindell,9/7/2020 15:58,MSI.swindell
3054,5587b1db-577f-438d-b236-7c7b03c30402,LonePine,Pre,LTR,No,Ormiston,,296,NA,,PIPO,L,,,G,,,cm,51,20.07874016,2.198811768,,80.2,25.6,68.0798005,,,,74266fab-a1c3-444f-906e-9686650d4106,9/17/2020 20:08,MSI.swindell,9/17/2020 20:08,MSI.swindell
2637,df80b966-5831-4b51-ab1b-9ef8f8c0deb2,LonePine,Pre,Control,Yes,Lake_canyon,BR12,291,NA,,PIPO,L,,,G,,,cm,50.9,20.03937008,2.19019743,,65.2,32.6,50,,,,f7d182bd-251e-444b-bb18-8431e5d2ef82,9/7/2020 15:57,MSI.swindell,9/7/2020 15:57,MSI.swindell
2441,cf2ae685-b9fa-4646-a287-fa69b5422354,LonePine,Pre,LTR,No,glade_canyon,,198,NA,,PIPO,L,,,G,None,>half,cm,50.8,20,2.1816,ft,60.3,29,51.90713101,,,,2da3dba4-43e5-4577-852f-00ad8efdebb6,8/27/2020 18:37,MSI.swindell,8/27/2020 18:37,MSI.swindell
1397,97f03b3f-c589-48ef-9826-fdf0a260d405,LonePine,Pre,LTR,No,lake_canyon,,43,90_BA,,PIPO,L,,,G,,>half,cm,50.7,19.96062992,2.173019477,ft,69.9,28.1,59.79971388,,,,1ad1a7b1-9a21-4c17-8a15-da7319d04e9d,7/30/2020 21:21,MSI.swindell,7/30/2020 21:21,MSI.swindell
2439,1da43ba5-d053-4eb2-adfe-93a62d89d989,LonePine,Pre,LTR,No,glade_canyon,,198,NA,,PIPO,L,,,G,,<half,cm,50.6,19.92125984,2.164455862,ft,60.8,19,68.75,,,,2da3dba4-43e5-4577-852f-00ad8efdebb6,8/27/2020 18:37,MSI.swindell,8/27/2020 18:37,MSI.swindell
3045,701d87c8-9240-4b09-be13-6c723fba84e6,LonePine,Pre,LTR,No,Ormiston,,301,NA,,PIPO,L,,,G,,,cm,50.6,19.92125984,2.164455862,,63.6,9.5,85.06289308,,,,d9122259-bf15-4c15-8793-63c1613abf0a,9/17/2020 20:08,MSI.swindell,9/17/2020 20:08,MSI.swindell
1424,8600541b-1b45-460a-a9bf-5e6c111037ad,LonePine,Pre,LTR,No,lake_canyon,,45,90_BA,,PIPO,L,,,G,None,<half,cm,50.6,19.92125984,2.164455862,ft,75.5,15,80.13245033,,,,0056634a-ed7b-4e2e-954f-7ef8c80ff310,7/30/2020 21:21,MSI.swindell,7/30/2020 21:21,MSI.swindell
2300,19749506-3888-417e-a2a2-400ce88cf944,LonePine,Pre,Control,Yes,lake_canyon,,222,NA,,PIPO,L,,,G,None,<half,cm,50.5,19.88188976,2.155909154,ft,46.2,23.9,48.26839827,,,,e8ccda05-a9d3-4f77-ad52-5d061dbf8e2a,8/27/2020 18:36,MSI.swindell,8/27/2020 18:36,MSI.swindell
1015,95ba2764-12fb-490e-8bc8-f46067c7935e,LonePine,Pre,Control,Yes,Best,,26,NA,,PIPO,D,,,D,None,,cm,14.6,5.748031496,0.18019943,ft,22.1,,,,,,d880efd7-a5c7-4beb-8616-0aada9d79822,7/23/2020 14:52,MSI.swindell,7/23/2020 14:52,MSI.swindell
2702,b3904c15-b731-4859-932d-22325e2f173b,LonePine,Pre,Control,Yes,Haycamp,,282,NA,,PIPO,L,,,G,,,cm,50.4,19.84251969,2.147379354,,50.5,36.4,27.92079208,,,,73910e75-64f9-4be7-818b-cf744a8bdfe6,9/7/2020 15:57,MSI.swindell,9/7/2020 15:57,MSI.swindell
2301,cac4d685-fe68-4eab-acf9-97a4d7e124cd,LonePine,Pre,Control,Yes,lake_canyon,,222,NA,,PIPO,L,,,G,None,<half,cm,50.4,19.84251969,2.147379354,ft,51.3,21.4,58.28460039,,,,e8ccda05-a9d3-4f77-ad52-5d061dbf8e2a,8/27/2020 18:36,MSI.swindell,8/27/2020 18:36,MSI.swindell
1465,9b756094-1435-4350-8c00-123438a25b73,LonePine,Pre,LTR,No,lake_canyon,,49,70_BA,,QUGA,L,,,G,,,cm,13,5.118110236,0.142867816,ft,11,,,,,10 of these,e5681cb8-ce30-4b07-84ce-19d2a4866a06,7/30/2020 21:21,MSI.swindell,7/30/2020 21:21,MSI.swindell
1153,9292848e-323b-4213-9cbf-b19b6e5c916d,LonePine,Pre,STS,No,lake_canyon,BR11,174,NA,,PIPO,D,UNK,UNK,D,,,cm,18.8,7.401574803,0.29878817,ft,25.2,,,,,Broke top,cfe9ebd2-f5d8-4b76-a873-e46fce4b6ac8,7/30/2020 21:20,MSI.swindell,7/30/2020 21:20,MSI.swindell
2234,bbebd179-7fa4-4b38-8ea2-6534d1ab73a7,LonePine,Pre,Control,Yes,lake_canyon,,228,NA,,PIPO,L,,,G,None,<half,cm,50.3,19.80314961,2.138866461,ft,53.5,39.9,25.42056075,,,,69954eaf-8b34-48c8-8304-32ff58d25b54,8/27/2020 18:35,MSI.swindell,8/27/2020 18:35,MSI.swindell
1441,96300211-22bd-480c-90c7-cece93778c22,LonePine,Pre,LTR,No,lake_canyon,,47,70_BA,,PIPO,L,,,G,None,<half,cm,50.2,19.76377953,2.130370476,ft,63.9,5,92.17527387,,,,610e51db-56ea-4846-8949-0843cd5900b6,7/30/2020 21:21,MSI.swindell,7/30/2020 21:21,MSI.swindell
1327,73ad2315-fe6b-4435-ac84-ce36a0f86ca0,LonePine,Pre,LTR,No,lake_canyon,,39,90_BA,,PIPO,L,,,G,None,<half,cm,50.1,19.72440945,2.121891397,ft,68.1,17.8,73.86196769,,,,7a15d1f4-759a-42c5-9107-35a1931bbf9f,7/30/2020 21:21,MSI.swindell,7/30/2020 21:21,MSI.swindell
65,e22092b0-0631-486e-9b14-d2c945c32cd5,LonePine,Pre,Control,No,wolf_den,,98,NA,,QUGA,L,,,G,None,,cm,14.5,5.708661417,0.177739398,ft,12,2,83.33333333,,,4 of em,1cd16bc0-fc34-4b63-a40f-e6d9035542cd,7/16/2020 22:04,MSI.swindell,7/16/2020 22:04,MSI.swindell
2919,dd3a9966-d14c-4ef6-a62f-e35551c80e52,LonePine,Pre,LTR,No,Ormiston,,303,NA,,PIPO,L,,,G,,,cm,50.1,19.72440945,2.121891397,,68.9,10.3,85.05079826,,,,8bd11d51-a155-4a52-a0bc-f5e9156af01c,9/17/2020 20:07,MSI.swindell,9/17/2020 20:07,MSI.swindell
1705,e3164696-128a-41da-aafd-c4e1b7232236,LonePine,Pre,LTR,No,Ormiston,,130,NA,,QUGA,L,,,G,,,cm,10,3.937007874,0.084537169,ft,10,,,,,Q3 = 4,fffd3391-84c1-44c4-a8b7-6acf75af196f,8/16/2020 20:48,MSI.swindell,8/16/2020 20:48,MSI.swindell
1322,41d6ae8f-417f-44af-ab37-7cfef09d6812,LonePine,Pre,Control,Yes,lake_canyon,,35,NA,,QUGA,L,,,G,,,cm,14,5.511811024,0.165692851,ft,12,,,,,9 individuals of this size class (11-15 dbh),3751c61e-e026-4a59-b4f5-fa3558ab3e9b,7/30/2020 21:21,MSI.swindell,7/30/2020 21:21,MSI.swindell
1473,42bc35da-0ddc-4640-a681-44a82941c55a,LonePine,Pre,LTR,No,lake_canyon,,50,70_BA,,QUGA,L,,,G,,,cm,14,5.511811024,0.165692851,ft,12,,,,,15 of these,83bb8f71-ffe8-4967-82f2-2f4e7537a695,7/30/2020 21:21,MSI.swindell,7/30/2020 21:21,MSI.swindell
1474,9ab02c33-7e70-47c5-bbde-74dd416e7570,LonePine,Pre,LTR,No,lake_canyon,,50,70_BA,,QUGA,D,,,D,,,cm,14,5.511811024,0.165692851,ft,12,,,,,,83bb8f71-ffe8-4967-82f2-2f4e7537a695,7/30/2020 21:21,MSI.swindell,7/30/2020 21:21,MSI.swindell
415,f2e5de7b-83cb-4507-b6d7-33083a0be56a,LonePine,Pre,LTR,No,wolf_den,,97,NA,,QUGA,L,,,G,,,cm,16.3,6.417322835,0.224606805,,13,,,,,,8d5b6763-db1d-4f24-9655-c1d87f10932e,7/17/2020 3:54,MSI.forest,7/17/2020 3:54,MSI.forest
523,b6573476-c926-4ae4-b3d2-692e7659be5a,LonePine,Pre,STS,No,Wolfden,,149,NA,,QUGA,L,,,G,,,cm,11,4.330708661,0.102289975,ft,10.7,,,,,,2dc79ac4-bbb9-4783-a506-4a748b5a9586,7/17/2020 3:54,MSI.forest,7/17/2020 3:54,MSI.forest
1263,fd6980ad-7250-4a53-9cd7-2d71eaaf097f,LonePine,,,,,,,,,QUGA,L,,,G,,,cm,11,4.330708661,0.102289975,ft,11,,,,,,56354944-dfe9-4f66-906f-f07b13e23eaf,7/30/2020 21:20,MSI.swindell,7/30/2020 21:20,MSI.swindell
3271,924fe80a-b324-4cc7-924e-1dc28af52d50,LonePine,Pre,Control,Yes,Ormiston,,243,NA,,PIPO,D,,,D,,,cm,45.2,17.79527559,1.727128179,,52.2,,,,,,c746e2ac-e75c-4fdf-a810-b263fa413695,9/17/2020 20:10,MSI.swindell,9/17/2020 20:10,MSI.swindell
1674,c29ab9b7-565e-45ed-8f85-df498783c37e,LonePine,Pre,LTR,No,Canyon_creek,,117,NA,,QUGA,L,,,G,,>half,cm,13,5.118110236,0.142867816,ft,12,,,,,Q^3 = 4,0513d1c3-0219-4448-b12a-7224c8b14a75,8/16/2020 17:26,MSI.swindell,8/16/2020 17:26,MSI.swindell
1796,d982743e-cd69-49aa-a347-537e5b6e21b4,LonePine,Pre,STS,No,Canyon_creek,,196,NA,,QUGA,L,,,G,,,cm,13,5.118110236,0.142867816,ft,12,,,,,Q3 = 10,457c1a90-9ef6-4568-a749-03778db135a7,8/16/2020 20:48,MSI.swindell,8/16/2020 20:48,MSI.swindell
1868,6fdf7598-bf55-4eac-b477-c51ceb6b204c,LonePine,Pre,STS,No,Canyon_creek,,175,NA,,QUGA,L,,,G,,,cm,13,5.118110236,0.142867816,ft,12,,,,,Q3 = 10,fb1d3a9f-8453-4047-a44a-77f0b26c4c27,8/16/2020 20:48,MSI.swindell,8/16/2020 20:48,MSI.swindell
2573,36ec4597-451e-4db8-bba7-be22de6aef5a,LonePine,Pre,Control,Yes,Lake_canyon,,263,NA,,PIPO,L,,,G,,,cm,50,19.68503937,2.113429227,,76.9,42.5,44.73342003,,,,d5d114b3-98c2-4c6c-b41b-55697644a94f,9/7/2020 15:57,MSI.swindell,9/7/2020 15:57,MSI.swindell
780,75acb617-7d97-4134-8b18-640e52921c4a,LonePine,Pre,STS,No,Bradfield,,86,NA,,PIPO,L,,,G,,,cm,49.9,19.64566929,2.104983964,,21.9,3,86.30136986,16,1,,4dc74f85-050f-4690-a15b-5281b9f87907,7/23/2020 14:50,MSI.swindell,7/23/2020 14:50,MSI.swindell
2206,221f1cae-4639-47ef-8fb3-0267632d1781,LonePine,Pre,Control,Yes,lake_canyon,,232,NA,,PIPO,L,,,G,None,<half,cm,49.9,19.64566929,2.104983964,ft,58.9,28.4,51.78268251,,,,0cfc7c69-95ba-4087-baa9-32e223c6ad74,8/27/2020 18:34,MSI.swindell,8/27/2020 18:34,MSI.swindell
1683,49b5e395-7ff4-4b89-9cda-10a0ef2e190b,LonePine,Pre,LTR,No,Canyon_creek,,113,NA,,QUGA,L,,,G,,,cm,15,5.905511811,0.19020863,ft,13,,,,,10 of them,40a095f1-b02f-4dd7-aefb-3aedccaa3f53,8/16/2020 17:26,MSI.swindell,8/16/2020 17:26,MSI.swindell
2180,1b329c3a-e5eb-46ad-be38-49b44624052b,LonePine,Pre,Control,Yes,Wolf_den,,230,NA,,QUGA,L,,,G,,,cm,15,5.905511811,0.19020863,ft,13,,,,,Q3 = 3,cd3160ea-bff4-441d-8e67-f9dfa70cdda4,8/22/2020 17:55,MSI.swindell,8/22/2020 17:55,MSI.swindell
1848,d960a5d2-2fad-4d1d-9155-6019e807921b,LonePine,Pre,Control,Yes,Canyon_creek,,71,NA,,QUGA,L,,,G,,,cm,12,4.724409449,0.121733523,ft,12,,,,,Q3 = 3,cb2c3dac-d1a0-495a-b0e6-3da3337eef27,8/16/2020 20:48,MSI.swindell,8/16/2020 20:48,MSI.swindell
2118,f9d2acbd-37c8-4e72-a53c-b1523244497d,LonePine,Pre,Control,Yes,Fader,,11,NA,,QUGA,L,,,G,,,cm,12,4.724409449,0.121733523,ft,12,,,,,Q3 = 19,b613a199-ba4d-4471-b352-9f140242cabb,8/22/2020 17:54,MSI.swindell,8/22/2020 17:54,MSI.swindell
514,8e48ff38-b32f-4efa-a0b8-331d80c4f212,LonePine,Pre,STS,No,wolf_den,,153,NA,4,QUGA,L,,,G,,,cm,16,6.299212598,0.216415153,ft,14,,,,,,e85b3374-8fd7-4620-ad9d-d81e4bd3773b,7/17/2020 3:54,MSI.forest,7/17/2020 3:54,MSI.forest
1366,bcfd34da-4336-4490-9c31-b8c3806e23fd,LonePine,Pre,LTR,No,lake_canyon,,40,90_BA,,QUGA,L,,,G,,>half,cm,12.3,4.842519685,0.127896283,ft,12.3,,,,,,1454ef02-8c29-4409-a296-efc5705e928e,7/30/2020 21:21,MSI.swindell,7/30/2020 21:21,MSI.swindell
1430,48586113-f168-40f7-be54-04b4e1b50cc6,LonePine,Pre,LTR,No,lake_canyon,,45,90_BA,,QUGA,L,,,G,,>half,cm,12.7,5,0.13635,ft,12.5,3,76,,,,0056634a-ed7b-4e2e-954f-7ef8c80ff310,7/30/2020 21:21,MSI.swindell,7/30/2020 21:21,MSI.swindell
191,66321528-6816-4f87-a156-cef5957736c9,LonePine,Pre,STS,No,wolf_den,,150,NA,3,QUGA,L,,,G,,,cm,14.4,5.669291339,0.175296274,ft,13.6,,,,,,6eff864b-a591-42a5-a0b2-45ff6dc51148,7/16/2020 22:04,MSI.swindell,7/16/2020 22:04,MSI.swindell
109,8168664f-7248-486e-a790-17cefc3ac383,LonePine,Pre,Control,No,Wolf_den,,101,NA,,QUGA,L,,,G,,,cm,11,4.330708661,0.102289975,ft,12,,,,,4 of these,e16b5368-dbda-4348-948c-2cf21a0f6e20,7/16/2020 22:04,MSI.swindell,7/16/2020 22:04,MSI.swindell
1332,eca22320-cb56-4bfb-8ec6-3e7df150f720,LonePine,Pre,LTR,No,lake_canyon,,39,90_BA,,QUGA,L,,,G,,,cm,11,4.330708661,0.102289975,ft,12,,,,,4 plants of this size,7a15d1f4-759a-42c5-9107-35a1931bbf9f,7/30/2020 21:21,MSI.swindell,7/30/2020 21:21,MSI.swindell
192,28ea6e45-9818-4753-831f-6ec4a3355d05,LonePine,Pre,STS,No,wolf_den,,150,NA,4,QUGA,L,,,G,,,cm,12,4.724409449,0.121733523,ft,12.6,,,,,,6eff864b-a591-42a5-a0b2-45ff6dc51148,7/16/2020 22:04,MSI.swindell,7/16/2020 22:04,MSI.swindell
3319,3a4ee633-3d0d-401c-8663-e6d71fdc6b34,LonePine,Pre,Control,Yes,Ormiston,,246,NA,,PIPO,D,,,D,,,cm,20.6,8.11023622,0.358741931,,26.8,,,,,,e6136893-24c3-446b-8f87-7e972ba910ee,9/17/2020 20:10,MSI.swindell,9/17/2020 20:10,MSI.swindell
1255,8cf41cf1-224a-4d8c-a179-dad89fb18960,LonePine,Pre,LTR,No,lake_canyon,,164,NA,,QUGA,L,,,G,,,cm,13,5.118110236,0.142867816,ft,14,,,,, 9 individuals about this size,a320b2da-2340-4df3-a154-5f19a5438f73,7/30/2020 21:20,MSI.swindell,7/30/2020 21:20,MSI.swindell
1668,0407d523-33af-4397-9eaf-0f709f53f740,LonePine,Pre,STS,No,Canyon_creek,,176,NA,,QUGA,L,,,G,,>half,cm,13,5.118110236,0.142867816,ft,14,,,,,Q^3 = 14,0c25bb24-1546-4712-8f35-e4785295b9ce,8/16/2020 17:26,MSI.swindell,8/16/2020 17:26,MSI.swindell
2634,6adea9ef-381a-4f55-a4c6-48e53585253f,LonePine,Pre,Control,Yes,Lake_canyon,BR12,291,NA,,PIPO,L,,,G,,,cm,49.5,19.48818898,2.071371985,,62,44,29.03225806,,,,f7d182bd-251e-444b-bb18-8431e5d2ef82,9/7/2020 15:57,MSI.swindell,9/7/2020 15:57,MSI.swindell
1393,ef73c0c6-c1bd-45c7-852a-e92d763f2df0,LonePine,Pre,LTR,No,lake_canyon,,42,90_BA,,QUGA,L,,,G,,,cm,11,4.330708661,0.102289975,ft,13,,,,,5 individuals,9fec61fd-c76e-4b8d-af31-0b496b1c4aca,7/30/2020 21:21,MSI.swindell,7/30/2020 21:21,MSI.swindell
326,cccf7b02-05cd-47fd-b0e2-bba4be5e6ebe,LonePine,,STS,,wolf_den,,148,NA,3,QUGA,L,,,G,,>half,cm,11,4.330708661,0.102289975,ft,13.2,,,,,,5367abe4-f040-4dc7-93ff-bf83625593f7,7/16/2020 22:06,MSI.swindell,7/16/2020 22:06,MSI.swindell
2777,b1e1da19-13a1-4313-ae5c-9db73b599ee1,LonePine,Pre,Control,Yes,Haycamp,,271,NA,,PIPO,L,,,G,,,cm,49.3,19.40944882,2.054667441,,64.4,30.1,53.26086957,,,,e8caa5be-52e7-4959-adac-f5002c5cd4c9,9/7/2020 15:58,MSI.swindell,9/7/2020 15:58,MSI.swindell
1488,5335361b-451f-48d5-8390-62ad1a22369e,LonePine,Pre,LTR,No,Lake Canyon,,51,70_BA,,PIPO,L,,,G,,<half,cm,49.2,19.37007874,2.046340529,ft,62.7,12.2,80.54226475,,,,d48c4ba3-a32b-4835-9ed2-acc55ba76598,7/30/2020 21:21,MSI.swindell,7/30/2020 21:21,MSI.swindell
1467,1179d294-c891-4984-99c3-dc8b1ff3a7ef,LonePine,Pre,LTR,No,lake_canyon,,50,70_BA,,PIPO,L,,,G,None,,cm,49.2,19.37007874,2.046340529,ft,69,11,84.05797101,,,,83bb8f71-ffe8-4967-82f2-2f4e7537a695,7/30/2020 21:21,MSI.swindell,7/30/2020 21:21,MSI.swindell
1429,1a668e0f-8e11-4421-8280-d2e573297ec3,LonePine,Pre,LTR,No,lake_canyon,,45,90_BA,,PIPO,L,,,G,None,>half,cm,49.2,19.37007874,2.046340529,ft,73.9,48.9,33.82949932,,,,0056634a-ed7b-4e2e-954f-7ef8c80ff310,7/30/2020 21:21,MSI.swindell,7/30/2020 21:21,MSI.swindell
172,fa499d84-55f8-4a64-9934-37a51df82b4e,LonePine,Pre,Control,Yes,Wolf_den,,5,NA,10,PIPO,L,,,G,None,>half,cm,49,19.29133858,2.029737429,ft,54.5,14.3,73.76146789,,,,fa9b7ea6-60a8-4ac9-a1f7-e0b515730b9a,7/16/2020 22:04,MSI.swindell,7/16/2020 22:04,MSI.swindell
3264,c250a563-25ce-4025-aa58-cf720d62551d,LonePine,Pre,STS,No,Ormiston,,309,NA,,PIPO,L,,,G,,,cm,49,19.29133858,2.029737429,,55,25,54.54545455,,,,e958c88c-e344-47c6-9a10-77cdf8bb5895,9/17/2020 20:09,MSI.swindell,9/17/2020 20:09,MSI.swindell
2742,b3e826fa-a0dc-4117-8d7d-e04713c605a2,LonePine,Pre,Control,Yes,Haycamp,,279,NA,,PIPO,L,,,G,,,cm,49,19.29133858,2.029737429,,68.5,31.5,54.01459854,,,,457647c2-0d3e-43dc-b76f-51745559dcb5,9/7/2020 15:58,MSI.swindell,9/7/2020 15:58,MSI.swindell
327,d928aea0-7147-47db-ba93-74587b61b01f,LonePine,,STS,,wolf_den,,148,NA,4,QUGA,L,,,G,,>half,cm,12,4.724409449,0.121733523,ft,14.4,,,,,,5367abe4-f040-4dc7-93ff-bf83625593f7,7/16/2020 22:06,MSI.swindell,7/16/2020 22:06,MSI.swindell
2261,b822777b-0ccc-448e-83bf-5c574dbb68bb,LonePine,Pre,Control,Yes,lake_canyon,,223,NA,,PIPO,L,,,G,None,>half,cm,48.9,19.2519685,2.021461241,ft,54.9,32,41.71220401,,,,ce6f8a56-019a-4a9d-9897-a41853b4d4a3,8/27/2020 18:35,MSI.swindell,8/27/2020 18:35,MSI.swindell
